id,codigo_e,nombre_limpio,pubchem_cid,pubchem_synonyms
en:e470a,E470A,Sodium/potassium and calcium salts of fatty acids,,
en:e450vi,E450VI,Dicalcium diphosphate,,
en:e237,E237,Sodium formiate,2723810.0,"SODIUM FORMATE|141-53-7|Formic acid, sodium salt|Salachlor|Formic acid, sodium salt (1:1)"
en:e920,E920,l-cysteine,5862.0,L-cysteine|cysteine|52-90-4|Cystein|Thioserine
en:e467,E467,Ethulose,,
en:e514i,E514I,Sodium sulphate,,
en:e572,E572,Magnesium stearate,,
en:e472,E472,acid esters of mono- and diglycerides of fatty acids,,
en:e559,E559,Aluminium silicate,92024769.0,"Kaolin, light|Weisserton|Chishizhi|Natural kaolin|Red halloysite"
en:e459,E459,Beta-cyclodextrine,444041.0,beta-CYCLODEXTRIN|7585-39-9|Betadex|Cycloheptaamylose|Cyclomaltoheptaose
en:e281,E281,Sodium propionate,2723816.0,"SODIUM PROPIONATE|137-40-6|Sodium propanoate|Propionic acid sodium salt|Propanoic acid, sodium salt"
en:e541i,E541I,Acid sodium aluminium phosphate,,
en:e425i,E425I,Konjac gum,,
en:e575,E575,Glucono-delta-lactone,7027.0,"gluconolactone|90-80-2|delta-gluconolactone|D-glucono-1,5-lactone|Gluconic acid lactone"
en:e626,E626,Guanylic acid,135887992.0,"CHEMBL1242996|SCHEMBL18785103|BDBM50326433|E626|((2R,3R,4S,5R)-5-(2-amino-6-oxo-1H-purin-9(6H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methyl dihydrogen phosphate"
en:e343i,E343I,Monomagnesium phosphate,,
en:e475,E475,Polyglycerol esters of fatty acids,,
en:e479b,E479B,Thermally oxidised soya bean oil interacted with mono- and diglycerides of fatty acids,,
en:e451ii,E451II,Pentapotassium triphosphate,,
en:e1411,E1411,Distarch glycerol,,
en:e163b,E163B,Delphinidin,,
en:e450iv,E450IV,dipotassium dihydrogenpyrophosphate,,
en:e955,E955,Sucralose,,
en:e243,E243,Ethyl lauroyl arginate,,
en:e961,E961,Neotame,9810996.0,"Neotame|165450-17-9|N-(N-(3,3-dimethylbutyl)-L-alpha-aspartyl)-L-phenylalanine 1-methyl ester|VJ597D52EX|INS-961"
en:e161f,E161F,Rhodoxanthin,,
en:e450viii,E450VIII,E450viii,,
en:e508,E508,Potassium chloride,4873.0,potassium chloride|7447-40-7|Klotrix|Sylvite|Enseal
en:e1519,E1519,Benzyl alcohol,244.0,benzyl alcohol|phenylmethanol|benzenemethanol|100-51-6|phenylcarbinol
en:e408,E408,Bakers yeast glycan,,
en:e952,E952,Cyclamic acid and its Na and Ca salts,7533.0,Cyclamic acid|Cyclohexylsulfamic acid|100-88-9|N-Cyclohexylsulfamic acid|CYCLAMATE
en:e450i,E450I,Disodium diphosphate,,
en:e128,E128,Red 2G,19523.0,"acid red 1 free acid|E0X7EHI364|EINECS 246-823-0|CI ACID RED 1 PARENT|5-(Acetylamino)-4-hydroxy-3-(phenylazo)naphthalene-2,7-disulphonicacid"
en:e536,E536,Potassium ferrocyanide,,
en:e202,E202,Potassium sorbate,,
en:e436,E436,Polyoxyethylene sorbitan tristearate,,
en:e266,E266,Sodium dehydroacetate,,
en:e713,E713,Tylosin,5280440.0,Tylosin|Tylosin A|Tylosine|1401-69-0|Tilosina
en:e328,E328,ammonium lactate,10129918.0,ammonia lactate|ammonium;2-hydroxypropanoate|SCHEMBL36407|SCHEMBL1954972|CHEMBL1200747
en:e510,E510,Ammonium chloride,12820921.0,"azane;hydrochloride|Ammonium chloride-beta solid|Ammonium chloride, for cell culture|Ammonium chloride, for molecular biology|Ammonium chloride, United States Pharmacopeia (USP) Reference Standard"
en:e410,E410,Locust bean gum,8834.0,"Citronellyl propionate|141-14-0|Citronellyl propanoate|6-Octen-1-ol, 3,7-dimethyl-, 1-propanoate|6-Octen-1-ol, 3,7-dimethyl-, propanoate"
en:e161h,E161H,Zeaxanthin,,
en:e452iv,E452IV,Calcium polyphosphate,,
en:e429,E429,peptone,,
en:e529,E529,Calcium oxide,,
en:e415,E415,Xanthan gum,131750926.0,E415|Biozan R|SCHEMBL23243659
en:e309,E309,Delta-tocopherol,92094.0,"delta-Tocopherol|119-13-1|(+)-delta-Tocopherol|8-Methyltocol|(2R)-3,4-dihydro-2,8-dimethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-2H-1-benzopyran-6-ol"
en:e515,E515,Potassium sulphates,,
en:e339ii,E339II,Disodium phosphate,,
en:e905c,E905C,Petroleum wax,,
en:e104,E104,Quinoline yellow,,
en:e960d,E960D,Glucosylated steviol glycosides,,
en:e950,E950,Acesulfame k,3262017.0,E950|BDBM50050775|NCGC00090729-03|NCGC00090729-04|NCGC00090729-05
en:e623,E623,Calcium diglutamate,,
en:e1103,E1103,Invertase,521132.0,Ethyl 2-amino-4-methylthiophene-3-carboxylate|43088-42-2|DTXSID00334559|RefChem:138567|DTXCID10285649
en:e218,E218,Methyl p-hydroxybenzoate,7456.0,Methyl 4-hydroxybenzoate|METHYLPARABEN|99-76-3|Methyl paraben|Methyl p-hydroxybenzoate
en:e452i,E452I,Sodium polyphosphate,,
en:e424,E424,Curdlan,,
en:e1201,E1201,Polyvinylpyrrolidone,268963.0,Ethyl 4-Chloroquinoline-3-carboxylate|DTXSID00296461|RefChem:595400|DTXCID00247599|802-791-5
en:e524,E524,Sodium hydroxide,,
en:e200,E200,Sorbic acid,643460.0,"sorbic acid|110-44-1|(2E,4E)-hexa-2,4-dienoic acid|2E,4E-Hexadienoic acid|Sorbistat"
en:e304,E304,Fatty acid esters of ascorbic acid,54680660.0,ASCORBYL PALMITATE|137-66-6|L-Ascorbyl 6-palmitate|L-Ascorbic acid 6-palmitate|Ascorbyl monopalmitate
en:e924b,E924B,Calcium bromate,,
en:e412,E412,Guar gum,,
en:e460ii,E460II,Powdered cellulose,,
en:e512,E512,Stannous chloride,10198436.0,"tin(2+);dichloride;dihydrate|tin dichloride.2H2O|Tin chloride (SnCl2), dihydrate (8CI,9CI)|SnCl2.2H2O|Stannouschloridedihydrate"
en:e504i,E504I,Magnesium carbonate,,
en:e270,E270,Lactic acid,612.0,lactic acid|2-hydroxypropanoic acid|DL-Lactic acid|50-21-5|2-hydroxypropionic acid
en:e928,E928,Benzole peroxide,7187.0,"BENZOYL PEROXIDE|94-36-0|Dibenzoyl peroxide|Benzoyl superoxide|Peroxide, dibenzoyl"
en:e152,E152,Black 7984,,
en:e446,E446,Succistearin,,
en:e546,E546,Magnesium pyrophosphate,,
en:e174,E174,Silver,104755.0,"Silver cation|Silver, ion (Ag1+)|UNII-57N7B0K90A|57N7B0K90A|NANOVER"
en:e150a,E150A,Plain caramel,,
en:e352,E352,Calcium malates,,
en:e155,E155,Brown ht,5486417.0,E155|CHEMBL1697823
en:e161,E161,Xanthophylls,,
en:e355,E355,Adipic acid,196.0,"adipic acid|hexanedioic acid|124-04-9|Adipinic acid|1,4-Butanedicarboxylic acid"
en:e553ai,E553AI,Synthetic magnesium silicate,,
en:e463,E463,Hydroxypropyl cellulose,,
en:e233,E233,Thiabendazole,5430.0,thiabendazole|148-79-8|Tiabendazole|Mintezol|2-(4-Thiazolyl)benzimidazole
en:e336i,E336I,Monopotassium tartrate,,
en:e904,E904,Shellac,,
en:e150,E150,Caramel,,
en:e160d,E160D,Lycopene,446925.0,"LYCOPENE|502-65-8|all-trans-Lycopene|Psi,psi-carotene|lycored"
en:e160ai,E160AI,Beta-carotene,,
en:e267,E267,Buffered vinegar,,
en:e478,E478,Lactylated fatty acid esters of glycerol and propane-1,,
en:e537,E537,ferrous hexacyanomanganate,,
en:e578,E578,calcium gluconate,,
en:e350,E350,Sodium malates,8736.0,"Malic acid, disodium salt|RefChem:887666|Sodium malate|Disodium malate|676-46-0"
en:e383,E383,calcium glycerophosphate,,
en:e640i,E640I,Glycine,,
en:e161a,E161A,Flavoxanthin,,
en:e909,E909,Spermaceti,,
en:e481,E481,Sodium stearoyl-2-lactylate,,
en:e1440,E1440,Hydroxypropyl starch,86017709.0,RefChem:596557|878-627-1|815574-81-3|Ethylamine Trifluoroacetate|ethylammonium trifluoroacetate
en:e543,E543,E543 food additive,,
en:e405,E405,Propane-1‚2-diol alginate,131752735.0,Dricoid|Colloid 602|Many other trade names|SCHEMBL29350400|FEMA 2941
en:e931,E931,Nitrogen,,
en:e505,E505,Ferrous carbonate,,
en:e319,E319,Tertiary-butylhydroquinone (tbhq),16043.0,tert-Butylhydroquinone|1948-33-0|TBHQ|2-tert-Butylhydroquinone|T-BUTYLHYDROQUINONE
en:e443,E443,Brominated vegetable oil,,
en:e125,E125,Scarlet GN,,
en:e1412,E1412,Distarch phosphate,58986478.0,"4,4'-(Ethyne-1,2-diyl)diphthalic Anhydride|RefChem:506482|695-093-3|129808-00-0|MFCD28976167"
en:e141,E141,Copper complexes of chlorophylls and chlorophyllins,,
en:e331iii,E331III,Trisodium citrate,,
en:e627,E627,Disodium guanylate,135414246.0,5550-12-9|Guanosine 5'-monophosphate disodium salt|Disodium guanylate|DISODIUM 5'-GUANYLATE|Sodium guanylate
en:e943b,E943B,Isobutane,6360.0,"ISOBUTANE|2-Methylpropane|75-28-5|Trimethylmethane|1,1-Dimethylethane"
en:e325,E325,sodium lactate,23666456.0,SODIUM LACTATE|72-17-3|Sodium DL-lactate|sodium 2-hydroxypropanoate|Lactic acid sodium salt
en:e905b,E905B,petroleum jelly,,
en:e341,E341,Calcium phosphates,,
en:e262ii,E262II,Sodium diacetate,,
en:e160aiii,E160AIII,Beta-carotene from blakeslea trispora,,
en:e122,E122,Azorubine,19119.0,4-Hydroxy-3-((4-sulpho-1-naphthyl)azo)naphthalene-1-sulphonic acid|4-hydroxy-3-[(4-sulpho-1-naphthyl)azo]naphthalene-1-sulphonic acid|RefChem:523789|Azo rubin S|13613-55-3
en:e210,E210,Benzoic acid,243.0,benzoic acid|65-85-0|Dracylic acid|benzenecarboxylic acid|Benzeneformic acid
en:exxx,EXXX,Exxx food additive,,
en:e314,E314,Guaiacum,,
en:e466,E466,Sodium carboxy methyl cellulose,23706213.0,"sodium;2,3,4,5,6-pentahydroxyhexanal;acetate|Carboxymethyl Cellulose SodiumCMC|Carboxymethyl cellulose sodium salt|Carboxymethyl Cellulose Sodium|C8H15NaO8"
en:e958,E958,Glycyrrhizin,14982.0,Glycyrrhizic acid|glycyrrhizin|Glycyrrhizinic acid|1405-86-3|Glycyron
en:e402,E402,Potassium alginate,,
en:e236,E236,Formic acid,284.0,formic acid|64-18-6|Methanoic acid|Formylic acid|Aminic acid
en:e502,E502,Carbonates,,
en:e1518,E1518,Glyceryl triacetate,5541.0,triacetin|102-76-1|Glyceryl triacetate|Glycerol triacetate|Enzactin
en:e322,E322,Lecithins,,
en:e172i,E172I,Black iron oxide,,
en:e160e,E160E,Beta-apo-8′-carotenal (c30),5478003.0,Apocarotenal|1107-26-2|beta-apo-8'-carotenal|8'-Apo-beta-carotenal|C.I. Food Orange 6
en:e163c,E163C,Malvidin,,
en:e472f,E472F,Mixed acetic and tartaric acid esters of mono- and diglycerides of fatty acids,,
en:e215,E215,Sodium ethyl p-hydroxybenzoate,23681179.0,"Sodium ethylparaben|Sodium 4-(ethoxycarbonyl)phenolate|ethylparaben sodium|sodium;4-ethoxycarbonylphenolate|Ethylparaben, sodium salt"
en:e333i,E333I,Monocalcium citrate,,
en:e1202,E1202,Polyvinylpolypyrrolidone,22013558.0,128073-16-5|ethyl 3-chloro-5-(trifluoromethyl)pyridine-2-carboxylate|DTXSID20621493|RefChem:343374|DTXCID50572247
en:e120,E120,Cochineal,10255083.0,CARMINIC ACID|1260-17-9|Natural red 4|Cochineal tincture|Sun Red No. 1
en:e212,E212,Potassium benzoate,23661960.0,"POTASSIUM BENZOATE|582-25-2|Benzoic acid, potassium salt|763YQN2K7K|INS NO.212"
en:e322a,E322A,Oat lecithin,,
en:e500,E500,Sodium carbonates,516892.0,SODIUM BICARBONATE|144-55-8|Sodium hydrogen carbonate|Baking soda|Sodium hydrogencarbonate
en:e491,E491,Sorbitan monostearate,3793749.0,"DTXSID30859629|3,6-Anhydro-1-O-octadecanoylhexitol|96094-21-2|RefChem:272234|DTXCID90209429"
en:e400,E400,Alginic acid,131704328.0,Sazio|SCHEMBL25223442|E400|PD060953
en:e518,E518,Magnesium sulphate,,
en:e320,E320,Butylated hydroxyanisole (bha),8456.0,"25013-16-5|Phenol, (1,1-dimethylethyl)-4-methoxy-|tert-Butyl-4-hydroxyanisole|2(3)-tert-Butyl-4-hydroxyanisole|Antrancine 12"
en:e900b,E900B,Methylphenylpolysiloxane,,
en:e224,E224,Potassium metabisulphite,,
en:e418,E418,Gellan gum,,
en:e170i,E170I,Calcium carbonate,,
xx:e387,E387,Desconocido,,
en:e555,E555,Potassium aluminium silicate,,
en:e630,E630,Inosinic acid,,
en:e363,E363,Succinic acid,1110.0,succinic acid|butanedioic acid|110-15-6|Amber acid|Asuccin
en:e579,E579,iron gluconate,,
en:e515i,E515I,Potassium sulphate,,
en:e231,E231,Orthophenyl phenol,7017.0,2-Phenylphenol|2-Hydroxybiphenyl|90-43-7|O-PHENYLPHENOL|Biphenyl-2-ol
en:e461,E461,methyl cellulose,44263857.0,E461|LNAZSHAWQACDHT-XIYTZBAFSA-N
en:e965ii,E965II,Maltitol syrup,,
en:e163,E163,Anthocyanins,,
en:e452,E452,Polyphosphates,,
en:e908,E908,Rice bran wax,,
en:e552,E552,Calcium silicate,73415800.0,Calcarea silicata|Huberderm 1000|INS NO.552|INS-552|S4255P4G5M
en:e161g,E161G,Canthaxanthin,5281227.0,Canthaxanthin|514-78-3|Canthaxanthine|Orobronze|Carophyll Red
en:e910,E910,Wax ester,491773.0,CHEMBL536288|E910|SCHEMBL6012937|CHEMBL1188399|BDBM50190518
en:e474,E474,Sucroglycerides,,
en:e574,E574,Gluconic acid,10690.0,gluconic acid|D-gluconic acid|526-95-4|dextronic acid|maltonic acid
en:e1503,E1503,Castor oil,,
en:e304i,E304I,Ascorbyl palmitate,,
en:e924a,E924A,Potassium bromate,,
en:e440aiii,E440AIII,Potassium pectate,,
en:e632,E632,Dipotassium inosinate,135564569.0,Dipotassium 5'-inosinate|UNII-3BYM6LW3RF|3BYM6LW3RF|potassium inosinate|dipotassium inosinate
en:e929,E929,acetone peroxide,,
en:e163a,E163A,Cyanidin,,
en:e381,E381,ferric ammonium citrate,,
en:e496,E496,Sorbitan trioleate,,
en:e483,E483,Stearyl tartrate,,
en:e915,E915,Esters of Colophane,,
en:e181,E181,Tannin,46905123.0,E181|CHEMBL1159467|BDBM50469585
en:e337,E337,Potassium sodium tartrate,,
en:e924,E924,Potassium bromate,23673461.0,"POTASSIUM BROMATE|7758-01-2|Bromic acid, potassium salt|potassium trioxobromate|04MB35W6ZA"
en:e550,E550,Sodium silicate,,
en:e635,E635,Disodium 5'-ribonucleotide,137254985.0,Disodium 5'-ribonucleotide|RefChem:589391|Sodium 5'-ribonucleotide|DTXSID3020544|80702-47-2
en:e450,E450,Diphosphates,,
en:e912,E912,Montanic acid esters,,
en:e15x,E15X,E15x food additive,,
en:e522,E522,Aluminium potassium sulphate,,
en:e422,E422,Glycerol,753.0,"glycerol|glycerin|56-81-5|Glycerine|1,2,3-Propanetriol"
en:e470b,E470B,Magnesium salts of fatty acids,,
en:e102,E102,Tartrazine,164825.0,Tartrazine|1934-21-0|Acid yellow 23|Yellow 5|Aizen tartrazine
en:e166,E166,Sandalwood,,
en:e332ii,E332II,Tripotassium citrate,,
en:e514,E514,Sodium sulphates,,
en:e414,E414,Acacia gum,23669833.0,Salcaprozate sodium|203787-91-1|sodium 8-[(2-hydroxybenzoyl)amino]octanoate|E414|1YTW0422YU
en:e1101,E1101,Protease,9690119.0,e1101
en:e228,E228,Potassium bisulphite,,
en:e1203,E1203,Polyvinyl alcohol,,
en:e302,E302,Calcium ascorbate,,
en:e150c,E150C,Ammonia caramel,,
en:e366,E366,Potassium fumarate,6433511.0,"POTASSIUM FUMARATE|7704-72-5|Dipotassium fumarate|Fumaric acid, potassium salt|4151-35-3"
en:e905f,E905F,Mineral oil medium and low viscosity class II,,
en:e143,E143,Fast Green FCF,,
en:e105,E105,Fast Yellow AB,75918.0,"79873-36-2|Benzenesulfonic acid, 2-amino-5-(2-(4-sulfophenyl)diazenyl)-, sodium salt (1:?)|RefChem:1078712|DTXSID701090457|Fast Yellow AB"
en:e525,E525,Potassium hydroxide,,
en:e297,E297,Fumaric acid,444972.0,fumaric acid|110-17-8|trans-Butenedioic acid|Allomaleic acid|Lichenic acid
en:e541,E541,Sodium aluminium phosphate,,
en:e441,E441,Superglycerinated hydrogenated rapeseed oil,,
en:e425,E425,Konjac,,
en:e519,E519,Copper sulphate,,
en:e343,E343,Magnesium phosphates,,
en:e419,E419,Gum ghatti,,
en:e335ii,E335II,Disodium tartrate,,
en:e333iii,E333III,Tricalcium citrate,,
en:e586,E586,4-hexylresorcinol,,
en:e967,E967,Xylitol,827.0,Pentitol|6917-36-8|GlyTouCan:G72699UV|RefChem:1048587|CHEBI:25899
en:e420,E420,Sorbitol,5780.0,D-Sorbitol|sorbitol|D-Glucitol|50-70-4|glucitol
en:e520,E520,Aluminium sulphate,,
en:e493,E493,Sorbitan monolaurate,347468.0,"16287-68-6|[2-(3,4-dihydroxyoxolan-2-yl)-2-hydroxyethyl] dodecanoate|Span 20|Sorbitan laurate (INN)|Sorbitan monolaurate (NF)"
en:e318,E318,Calcium erythorbin,,
en:e486,E486,Calcium stearoyl fumarate,,
en:e414a,E414A,E414a food additive,,
en:e100,E100,Curcumin,969516.0,curcumin|458-37-7|Diferuloylmethane|Natural yellow 3|Kacha haldi
en:e954,E954,saccharin and its salts,5143.0,saccharin|81-07-2|o-Benzoic sulfimide|o-Sulfobenzimide|Saccharine
en:e472b,E472B,Lactic acid esters of mono- and diglycerides of fatty acids,,
en:e172iii,E172III,Yellow iron oxide,,
en:e391,E391,Phytic acid,890.0,"Phytate|(2,3,4,5,6-pentaphosphonooxycyclohexyl) dihydrogen phosphate|Inositol 1,2,3,4,5,6-hexakisphosphate|RefChem:929237|Phytic acid"
en:e300,E300,Ascorbic acid,54670067.0,l-ascorbic acid|ascorbic acid|vitamin C|50-81-7|L(+)-Ascorbic acid
en:e161c,E161C,Cryptoaxanthin,,
en:e959,E959,Neohesperidine dihydrochalcone,4453.0,"Neosperidin dihydrochalcone|3,5-dihydroxy-4-[3-(3-hydroxy-4-methoxyphenyl)propanoyl]phenyl 2-O-(6-deoxyhexopyranosyl)hexopyranoside|C28H36O15|E959|NHDHC"
en:e1413,E1413,Phosphated distarch phosphate,,
en:e209,E209,Heptylparaben,132542931.0,"CHEMBL4288940|E209|GTPL10465|BDBM50589165|1-[2-(4-{dispiro[adamantane-2,2'-[1,3,4,6]tetraoxane-5',1''-cyclohexan]-4''-yl}phenoxy)ethyl]-4-fluoropiperidine"
en:e331i,E331I,Monosodium citrate,,
