id,codigo_e,nombre_limpio,pubchem_cid,pubchem_synonyms,id_original,nombre_referencia,cluster
en:e265,E265,dehydroacetic acid,5523.0,2914-77-4|2-[(Dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexanol|CHEBI:75722|2-((Dimethylamino)methyl)-1-(3-methoxyphenyl)cyclohexanol|RefChem:1060573,193,dehydroacetic acid,0
en:e435,E435,polyoxyethylene sorbitan monostearate,22833389.0,"(2R)-2-[(2R,3R,4S)-3,4-bis(2-hydroxyethoxy)oxolan-2-yl]-2-hydroxyethyl dodecanoate|Polysorbata 60|(2R)-2-((2R,3R,4S)-3,4-bis(2-hydroxyethoxy)oxolan-2-yl)-2-hydroxyethyl dodecanoate|RefChem:1096504|DTXSID9029300",194,polyoxyethylene sorbitan monostearate,0
en:e141ii,E141II,copper complexes of chlorophyllins,,,195,copper complexes of chlorophyllins,3
en:e923,E923,ammonium persulfate,,,196,ammonium persulfate,2
en:e322ii,E322II,partially hydrolyzed lecithin,,,197,partially hydrolyzed lecithin,0
en:e340i,E340I,monopotassium phosphate,,,198,monopotassium phosphate,0
en:e956,E956,alitame,,,199,alitame,2
en:e468,E468,cross-linked sodium carboxymethylcellulose,,,200,cross-linked sodium carboxymethylcellulose,0
en:e238,E238,calcium formiate,10997.0,"CALCIUM FORMATE|544-17-2|Calcium diformate|Calcoform|Formic acid, calcium salt",201,calcium formiate,0
en:e484,E484,stearyl citrate,,,202,stearyl citrate,2
en:e1410,E1410,monostarch phosphate,4153905.0,2-Ethynylaniline|52670-38-9|DTXSID30399999|RefChem:87028|DTXCID00350855,203,monostarch phosphate,2
en:e307c,E307C,dl-alpha-tocopherol,,,204,dl-alpha-tocopherol,0
en:e140i,E140I,chlorophylls,,,205,chlorophylls,3
en:e960c,E960C,enzymatically produced steviol glycosides,92023628.0,REBAUDIOSIDE M|1220616-44-3|rebaudioside X|Fema No. 4895|Fema No. 4922,206,enzymatically produced steviol glycosides,2
en:e262,E262,sodium acetates,517045.0,"Sodium acetate|127-09-3|Acetic acid, sodium salt|Sodium acetate anhydrous|Sodium acetate, anhydrous",207,sodium acetates,0
en:e432,E432,polyoxyethylene sorbitan monolaurate,443314.0,"1052273-76-3|DTXSID60922815|2-{2-[3,4-Bis(2-hydroxyethoxy)tetrahydro-2-furanyl]-2-(2-hydroxyethoxy)ethoxy}ethyl dodecanoate|2-(2-(3,4-Bis(2-hydroxyethoxy)tetrahydro-2-furanyl)-2-(2-hydroxyethoxy)ethoxy)ethyl dodecanoate|RefChem:1060798",208,polyoxyethylene sorbitan monolaurate,0
en:e1200,E1200,polydextrose,,,209,polydextrose,0
en:e171,E171,titanium dioxide,26042.0,TITANIUM DIOXIDE|13463-67-7|Titania|Titanium(IV) oxide|Titanium White,210,titanium dioxide,3
en:e473,E473,sucrose esters of fatty acids,,,211,sucrose esters of fatty acids,0
en:e573,E573,aluminium stearate,,,212,aluminium stearate,2
en:e501i,E501I,potassium carbonate,,,213,potassium carbonate,0
en:e369,E369,alanin,,,214,alanin,0
en:e160aiv,E160AIV,algal carotenes,,,215,algal carotenes,3
en:e1504,E1504,ethyl acetate,8857.0,ETHYL ACETATE|141-78-6|Ethyl ethanoate|Acetic acid ethyl ester|Vinegar naphtha,216,ethyl acetate,2
en:e164,E164,saffron,,,217,saffron,3
en:e260,E260,acetic acid,176.0,acetic acid|64-19-7|ethanoic acid|Vinegar acid|Acetic acid glacial,218,acetic acid,3
en:e430,E430,polyoxyethylene (8) stearate,,,219,polyoxyethylene (8) stearate,0
en:e450vii,E450VII,calcium dihydrogen diphosphate,,,220,calcium dihydrogen diphosphate,3
en:e530,E530,magnesium oxide,14792.0,Magnesia|Granmag|Heavy magnesium oxide|Calcined magnesia|Seawater magnesia,221,magnesium oxide,0
en:e1505,E1505,triethyl citrate,6506.0,TRIETHYL CITRATE|77-93-0|Ethyl citrate|Citroflex 2|Eudraflex,222,triethyl citrate,2
en:e388,E388,thiodipropionic acid,8096.0,"3,3'-Thiodipropionic acid|111-17-1|THIODIPROPIONIC ACID|Tyox A|TDPA",223,thiodipropionic acid,0
en:e416,E416,karaya-gum,,,224,karaya-gum,0
en:e516,E516,calcium sulphate,,,225,calcium sulphate,0
en:e500ii,E500II,sodium hydrogen carbonate,,,226,sodium hydrogen carbonate,1
en:e357,E357,potassium adipate,,,227,potassium adipate,0
en:e290,E290,carbon dioxide,280.0,carbon dioxide|carbonic anhydride|124-38-9|carbonic acid gas|Carbonic acid anhydride,228,carbon dioxide,3
en:e201,E201,sodium sorbate,,,229,sodium sorbate,3
en:e905ci,E905CI,microcrystalline wax,,,230,microcrystalline wax,2
en:e339i,E339I,monosodium phosphate,,,231,monosodium phosphate,0
en:e965,E965,maltitol,493591.0,maltitol|585-88-6|D-Maltitol|4-O-alpha-D-Glucopyranosyl-D-glucitol|Amalty MR 100,232,maltitol,2
en:e223,E223,sodium metabisulphite,656671.0,Sodium metabisulfite|7681-57-4|Sodium pyrosulfite|Sodium disulfite|Disodium pyrosulfite,233,sodium metabisulphite,3
en:e1451,E1451,acetylated oxidised starch,9917980.0,"Secoisolariciresinol diglucoside|158932-33-3|(R,R)-Secoisolariciresinol diglucoside|Bmhb-diglc|T9281L29MV",234,acetylated oxidised starch,2
en:e951,E951,aspartame,,,235,aspartame,2
en:e962,E962,salt of aspartame-acesulfame,,,236,salt of aspartame-acesulfame,2
en:e1443,E1443,hydroxy propyl distarch glycerol,9568613.0,Esomeprazole magnesium|Nexium 24hr|925R0D7W1O|CHEBI:50309|Esomeprazole Dr,237,hydroxy propyl distarch glycerol,2
en:e906,E906,benzoin resin,,,238,benzoin resin,2
en:e460i,E460I,microcrystalline cellulose,,,239,microcrystalline cellulose,0
en:e399,E399,calcium lactobionate,,,240,calcium lactobionate,0
en:e307a,E307A,d-alpha-tocopherol,,,241,d-alpha-tocopherol,0
en:e960a,E960A,steviol glycosides from stevia,,,242,steviol glycosides from stevia,2
en:e160bii,E160BII,annatto norbixin,,,243,annatto norbixin,3
en:e938,E938,argon,23968.0,"ARGON|7440-37-1|Argon-40|Argon, Elemental|67XQY1V3KH",244,argon,2
en:e1421,E1421,acetylated starch,139144.0,m-ethynylphenol|RefChem:94376|3-Ethynylphenol|10401-11-3|3-Hydroxyphenylacetylene,246,acetylated starch,2
en:e1421,E1421,acetylated starch,139144.0,m-ethynylphenol|RefChem:94376|3-Ethynylphenol|10401-11-3|3-Hydroxyphenylacetylene,320,acetylated starch,2
en:e1420,E1420,acetylated starch,,,246,acetylated starch,2
en:e1420,E1420,acetylated starch,,,320,acetylated starch,2
en:e452ii,E452II,potassium polyphosphate,,,247,potassium polyphosphate,2
en:e511,E511,magnesium chloride,,,248,magnesium chloride,0
en:e411,E411,e411 food additive,,,249,e411 food additive,0
en:e440aiv,E440AIV,ammonium pectate,,,250,ammonium pectate,0
en:e472e,E472E,mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,,,251,mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,2
en:e451i,E451I,pentasodium triphosphate,,,252,pentasodium triphosphate,0
en:e160f,E160F,ethyl ester of beta-apo-8'-carotenic acid (c 30),,,253,ethyl ester of beta-apo-8'-carotenic acid (c 30),3
en:e313,E313,ethyl gallate,13250.0,"ETHYL GALLATE|831-61-8|Ethyl 3,4,5-trihydroxybenzoate|Benzoic acid, 3,4,5-trihydroxy-, ethyl ester|235I6UDD3L",254,ethyl gallate,0
en:e960,E960,steviol glycosides,,,255,steviol glycosides,2
en:e427,E427,cassia gum,,,256,cassia gum,0
en:e527,E527,ammonium hydroxide,14923.0,ammonium hydroxide|1336-21-6|Ammonia water|Ammonia aqueous|Aquammonia,257,ammonium hydroxide,0
en:e107,E107,yellow 2g,2724092.0,"disodium 2,5-dichloro-4-{5-hydroxy-3-methyl-4-[(4-sulfonatophenyl)diazenyl]-1H-pyrazol-1-yl}benzene-1-sulfonate|Acid Yellow 17 (Technical Grade)|Disodium;2,5-dichloro-4-[5-methyl-3-oxo-4-[(4-sulfonatophenyl)diazenyl]-1H-pyrazol-2-yl]benzenesulfonate|E 107|Acid Fast Yellow G",258,yellow 2g,3
en:e470aiii,E470AIII,calcium salts of fatty acids,,,259,calcium salts of fatty acids,0
en:e450ii,E450II,trisodium diphosphate,,,260,trisodium diphosphate,3
en:e544,E544,calcium polyphosphate,,,261,calcium polyphosphate,2
en:e544,E544,calcium polyphosphate,,,467,calcium polyphosphate,2
en:e452iv,E452IV,calcium polyphosphate,,,261,calcium polyphosphate,2
en:e452iv,E452IV,calcium polyphosphate,,,467,calcium polyphosphate,2
en:e307,E307,alpha-tocopherol,14985.0,"VITAMIN E|5,7,8-Trimethyltocol|Vitamin-E|1406-18-4|Vitamin e d-alpha",262,alpha-tocopherol,3
en:e1401,E1401,acid-treated modified starch,,,263,acid-treated modified starch,2
en:e444,E444,sucrose acetate isobutyrate,31339.0,"SAIB|Sucrose acetoisobutyrate|SAIB 100S|Sucrose, diacetate hexaisobutyrate|H5KI1C3YTV",264,sucrose acetate isobutyrate,2
en:e927b,E927B,carbamide,1176.0,urea|57-13-6|carbamide|Carbonyldiamide|Ureophil,265,carbamide,3
en:e1430,E1430,distarch glycerine,11474262.0,"53721-12-3|1,1'-Diethyl-4,4'-bipyridinium dibromide|DTXSID40467092|RefChem:212348|DTXCID40417911",266,distarch glycerine,2
en:e332,E332,potassium citrates,,,267,potassium citrates,0
en:e514ii,E514II,sodium hydrogen sulphate,,,268,sodium hydrogen sulphate,0
en:e14xx,E14XX,modified starch,,,269,modified starch,1
en:e132,E132,indigotine,,,270,indigotine,3
en:e917,E917,potassium iodate,491775.0,"E917|SCHEMBL6012743|CHEMBL1188807|BDBM50190520|1-Butyl-3-isobutyl-9-(4-phenoxybenzyl)-1,4,9-triazaspiro[5.5]undecane-2,5-dione",271,potassium iodate,2
en:e368,E368,ammonium fumarate,9793847.0,"Diammonium fumarate|ammonium fumarate|YG927OP0BK|2-Butenedioic acid (2E)-, diammonium salt|DTXSID4029307",272,ammonium fumarate,0
en:e440i,E440I,non-amidated pectines,,,273,non-amidated pectines,0
en:e450v,E450V,tetrapotassium diphosphate,,,274,tetrapotassium diphosphate,3
en:e384,E384,isopropyl citrates,,,275,isopropyl citrates,0
en:e226,E226,calcium sulphite,3708.0,Indirubin-5-sulfonate|244021-67-8|RefChem:790921|indirubin-5-sulphonate|CHEMBL1207227,276,calcium sulphite,0
en:e942,E942,nitrous oxide,948.0,nitrous oxide|Laughing gas|Dinitrogen oxide|Dinitrogen monoxide|Factitious air,277,nitrous oxide,2
en:e280,E280,propionic acid,1032.0,propionic acid|Propanoic acid|79-09-4|methylacetic acid|ethylformic acid,278,propionic acid,3
en:e470ai,E470AI,sodium salts of fatty acids,,,279,sodium salts of fatty acids,0
en:e343ii,E343II,dimagnesium phosphate,,,280,dimagnesium phosphate,0
en:e637,E637,ethyl maltol,21059.0,Ethyl maltol|2-Ethyl-3-hydroxy-4H-pyran-4-one|4940-11-8|2-Ethyl-3-hydroxy-4-pyrone|Ethylmaltol,281,ethyl maltol,2
en:e335,E335,sodium tartrates,,,282,sodium tartrates,0
en:e903,E903,carnauba wax,,,283,carnauba wax,2
en:e921,E921,l-cysteine hydrochloride monohydrate,5862.0,L-cysteine|cysteine|52-90-4|Cystein|Thioserine,284,l-cysteine hydrochloride monohydrate,0
en:e945,E945,chloropentafluoroethane,6430.0,"CHLOROPENTAFLUOROETHANE|76-15-3|1-Chloro-1,1,2,2,2-pentafluoroethane|Pentafluoroethyl chloride|Ethane, chloropentafluoro-",285,chloropentafluoroethane,2
en:e425ii,E425II,konjac glucomannan,,,286,konjac glucomannan,0
en:e541ii,E541II,alkaline sodium aluminium phosphate,,,287,alkaline sodium aluminium phosphate,2
en:e330,E330,citric acid,311.0,"citric acid|77-92-9|2-hydroxypropane-1,2,3-tricarboxylic acid|Citric acid, anhydrous|Aciletten",288,citric acid,3
en:e234,E234,nisin,16129667.0,1414-45-5|Ambicin N|Nisitrol|DTXSID20893678|Microgard MG 300,289,nisin,0
en:e464,E464,hydroxypropyl methyl cellulose,,,290,hydroxypropyl methyl cellulose,0
en:e440b,E440B,pectin amide,,,291,pectin amide,0
en:e316,E316,sodium erythorbate,23683938.0,SODIUM ERYTHORBATE|6381-77-7|Sodium isoascorbate|Isona|Neo-cebitate,292,sodium erythorbate,0
en:e557,E557,hemimorphite,,,293,hemimorphite,2
en:e488,E488,ethoxylated mono- and di-glycerides,,,294,ethoxylated mono- and di-glycerides,2
en:e457,E457,alpha-cyclodextrine,,,295,alpha-cyclodextrine,0
en:e340iii,E340III,tripotassium phosphate,,,296,tripotassium phosphate,0
en:e130,E130,indanthrene blue rs,,,297,indanthrene blue rs,3
en:e420ii,E420II,sorbitol syrup,,,298,sorbitol syrup,0
en:e282,E282,calcium propionate,,,299,calcium propionate,0
en:e940,E940,dichlorodifluoromethane,,,300,dichlorodifluoromethane,2
en:e472d,E472D,tartaric acid esters of mono- and diglycerides of fatty acids,,,301,tartaric acid esters of mono- and diglycerides of fatty acids,2
en:e471,E471,mono- and diglycerides of fatty acids,102615.0,"GLYCEROL DISTEARATE|RefChem:663456|1,2-Distearoyl-rac-glycerol|Distearin|51063-97-9",303,mono- and diglycerides of fatty acids,0
en:e239,E239,hexamethylene tetramine,4101.0,methenamine|Hexamethylenetetramine|100-97-0|Hexamine|Urotropine,304,hexamethylene tetramine,0
en:e571,E571,e571,,,305,e571,2
en:e469,E469,enzymatically hydrolysed carboxymethylcellulose,61416.0,"CITRONELLYL VALERATE|7540-53-6|Citronellyl pentanoate|3,7-dimethyloct-6-enyl pentanoate|Pentanoic acid, 3,7-dimethyl-6-octenyl ester",306,enzymatically hydrolysed carboxymethylcellulose,0
en:e1000,E1000,cholic acid,,,307,cholic acid,3
en:e173,E173,aluminium,,,308,aluminium,3
en:e285,E285,sodium tetraborate (borax),,,309,sodium tetraborate (borax),0
en:e1209,E1209,polyvinyl alcohol-polyethylene glycol-graft-co-polymer,44717604.0,5-(Ethoxycarbonyl)-2-fluorobenzeneboronic acid|RefChem:531226|801-229-6|874219-60-0|(5-(Ethoxycarbonyl)-2-fluorophenyl)boronic acid,311,polyvinyl alcohol-polyethylene glycol-graft-co-polymer,2
en:e503i,E503I,ammonium carbonate,,,312,ammonium carbonate,0
en:e501ii,E501II,potassium hydrogen carbonate,,,313,potassium hydrogen carbonate,0
en:e133,E133,brilliant blue fcf,135702915.0,78642-64-5|RefChem:918997|Coomassie Blue|E133,314,brilliant blue fcf,3
en:e261,E261,potassium acetate,517044.0,"Potassium acetate|127-08-2|Diuretic salt|ACETIC ACID, POTASSIUM SALT|Acetic acid, potassium salt (1:1)",315,potassium acetate,0
en:e431,E431,polyoxyethylene (40) stearate,,,316,polyoxyethylene (40) stearate,0
en:e905,E905,synthetic wax,,,317,synthetic wax,2
en:e161j,E161J,astaxanthin,5281224.0,Astaxanthin|472-61-7|Ovoester|all-trans-Astaxanthin|BioAstin,318,astaxanthin,3
en:e333,E333,calcium citrates,,,319,calcium citrates,0
en:e470aii,E470AII,potassium salts of fatty acids,,,321,potassium salts of fatty acids,0
en:e558,E558,bentonite,,,322,bentonite,2
en:e487,E487,sodium dodecyl sulfate,3423265.0,Sodium dodecyl sulfate|151-21-3|SODIUM LAURYL SULFATE|Sodium dodecylsulfate|Sodium lauryl sulphate,323,sodium dodecyl sulfate,0
en:e902,E902,candelilla wax,,,324,candelilla wax,2
en:e458,E458,gamma-cyclodextrine,,,325,gamma-cyclodextrine,2
en:e966,E966,lactitol,,,326,lactitol,2
en:e370,E370,1‚4-heptonolactone,,,327,1‚4-heptonolactone,1
en:e500i,E500I,sodium carbonate,,,328,sodium carbonate,1
en:e900a,E900A,dimethyl polysiloxane,,,329,dimethyl polysiloxane,3
en:e252,E252,potassium nitrate,24434.0,POTASSIUM NITRATE|7757-79-1|Saltpeter|Nitre|Niter,330,potassium nitrate,0
en:e170,E170,calcium carbonates,10112.0,CALCIUM CARBONATE|471-34-1|Aeromatt|Calcium carbonate (1:1)|Carbonic acid calcium salt (1:1),331,calcium carbonates,3
en:e1210,E1210,carbomer,16719049.0,936339-60-5|E1210|Manogepix|E-1210 (pharmaceutical)|E-1210,332,carbomer,2
en:e1450,E1450,starch sodium octenyl succinate,2773643.0,[3-(Ethoxycarbonyl)propyl]triphenylphosphonium bromide|(3-(Ethoxycarbonyl)propyl)triphenylphosphonium Bromide|RefChem:399668|610-534-1|50479-11-3,333,starch sodium octenyl succinate,2
en:e375,E375,nicotinic acid,,,334,nicotinic acid,0
en:e141i,E141I,copper complexes of chlorophylls,,,335,copper complexes of chlorophylls,3
en:e283,E283,potassium propionate,,,336,potassium propionate,0
en:e638,E638,e638,,,337,e638,2
en:e296,E296,malic acid,525.0,"malic acid|6915-15-7|2-Hydroxybutanedioic acid|hydroxysuccinic acid|Butanedioic acid, hydroxy-",338,malic acid,0
en:e175,E175,gold,,,339,gold,3
en:e1400,E1400,dextrin,2759528.0,3-(Ethoxydimethylsilyl)propyl Methacrylate (stabilized with BHT)|RefChem:495161|878-624-5|13731-98-1|3-(Ethoxydimethylsilyl)propyl methacrylate,340,dextrin,2
en:e359,E359,ammonium adipate,,,341,ammonium adipate,0
en:e943a,E943A,butane,7843.0,BUTANE|n-Butane|106-97-8|Diethyl|Methylethylmethane,342,butane,2
en:e472g,E472G,succinylated monoglycerides,,,343,succinylated monoglycerides,2
en:e341i,E341I,monocalcium phosphate,,,344,monocalcium phosphate,0
en:e905a,E905A,mineral oil,,,345,mineral oil,2
en:e900,E900,dimethylpolysiloxane and methylphenylpolysiloxane,,,346,dimethylpolysiloxane and methylphenylpolysiloxane,3
en:e154,E154,brown fk,,,347,brown fk,3
en:e1517,E1517,glyceryl diacetate,,,348,glyceryl diacetate,2
en:e140ii,E140II,chlorophyllins,,,349,chlorophyllins,3
en:e340ii,E340II,dipotassium phosphate,,,350,dipotassium phosphate,0
en:e250,E250,sodium nitrite,23668193.0,"SODIUM NITRITE|7632-00-0|Nitrous acid, sodium salt|Nitrite, sodium|Erinitrit",351,sodium nitrite,1
en:e322i,E322I,lecithin,,,352,lecithin,0
en:e354,E354,calcium tartrate,,,353,calcium tartrate,0
en:e172,E172,iron oxides and iron hydroxides,,,354,iron oxides and iron hydroxides,0
en:e918,E918,nitrogen oxides,,,355,nitrogen oxides,2
en:e367,E367,calcium fumarate,6433512.0,"CALCIUM FUMARATE|7718-51-6|VD906S8V0I|2-Butenedioic acid (E)-, calcium salt|RefChem:122833",356,calcium fumarate,0
en:e452iii,E452III,sodium calcium polyphosphate,,,357,sodium calcium polyphosphate,2
en:e336,E336,potassium tartrates,23681127.0,Potassium bitartrate|Faecula|Faecla|Acid potassium tartrate|POTASSIUM ACID TARTRATE,358,potassium tartrates,0
en:e428,E428,gelatine,,,359,gelatine,2
en:e214,E214,ethyl p-hydroxybenzoate,8434.0,Ethylparaben|ETHYL 4-HYDROXYBENZOATE|120-47-8|Ethyl paraben|Ethyl p-hydroxybenzoate,360,ethyl p-hydroxybenzoate,0
en:e163f,E163F,petunidin,,,361,petunidin,1
en:e160bi,E160BI,annatto bixin,,,362,annatto bixin,3
en:e310,E310,propyl gallate,4947.0,"propyl gallate|121-79-9|Propyl 3,4,5-trihydroxybenzoate|N-Propyl gallate|Progallin P",363,propyl gallate,0
en:e528,E528,magnesium hydroxide,73981.0,MAGNESIUM HYDROXIDE|1309-42-8|Milk of magnesia|Magnesium dihydroxide|Magnesium hydrate,364,magnesium hydroxide,2
en:e472c,E472C,citric acid esters of mono- and diglycerides of fatty acids,,,365,citric acid esters of mono- and diglycerides of fatty acids,2
en:e1510,E1510,ethanol,702.0,ethanol|ethyl alcohol|alcohol|64-17-5|grain alcohol,366,ethanol,3
en:e308,E308,gamme-tocopherol,,,367,gamme-tocopherol,0
en:e222,E222,sodium bisulphite,23665763.0,SODIUM BISULFITE|7631-90-5|Sodium hydrogen sulfite|sodium hydrogensulfite|Sodium bisulphite,368,sodium bisulphite,3
en:e110,E110,sunset yellow fcf,17730.0,FD&C Yellow 6|DTXSID6021456|DTXCID101131536|RefChem:1085314|Sunset Yellow FCF,369,sunset yellow fcf,3
en:e1102,E1102,glucose oxidase,,,370,glucose oxidase,2
en:e350i,E350I,sodium malate,,,371,sodium malate,3
en:e946,E946,octafluorocyclobutane,8263.0,Octafluorocyclobutane|PERFLUOROCYCLOBUTANE|115-25-3|Cyclooctafluorobutane|Freon C-318,372,octafluorocyclobutane,2
en:e640,E640,glycine and its sodium salt,,,373,glycine and its sodium salt,0
en:e161b,E161B,lutein,,,374,lutein,3
en:e219,E219,sodium methyl p-hydroxybenzoate,,,375,sodium methyl p-hydroxybenzoate,0
en:e225,E225,calcium disulphite,24958.0,"POTASSIUM SULFITE|10117-38-1|Dipotassium sulfite|Potassium sulphite|Sulfurous acid, dipotassium salt",376,calcium disulphite,3
en:e963,E963,tagatose,,,377,tagatose,2
en:e241,E241,gum guaicum,,,378,gum guaicum,0
en:e905cii,E905CII,paraffin wax,,,379,paraffin wax,2
en:e504,E504,magnesium carbonates,11029.0,MAGNESIUM CARBONATE|546-93-0|Magnesite|Magnesium carbonate anhydrous|Kimboshi,380,magnesium carbonates,2
en:e1001,E1001,choline salt,,,381,choline salt,2
en:e404,E404,calcium alginate,,,382,calcium alginate,0
en:e450iii,E450III,tetrasodium diphosphate,,,383,tetrasodium diphosphate,3
en:e312,E312,dodecyl gallate,14425.0,"Dodecyl gallate|Lauryl gallate|1166-52-5|Dodecyl 3,4,5-trihydroxybenzoate|Nipagallin LA",384,dodecyl gallate,0
en:e1405,E1405,enzyme treated starch,21896341.0,1-ethylcyclopentyl acrylate|326925-69-3|2-Propenoic acid 1-ethylcyclopentyl ester|1-Ethylcyclopentyl Acrylate (stabilized with MEHQ)|(1-ethylcyclopentyl) prop-2-enoate,385,enzyme treated starch,0
en:e124,E124,ponceau 4r,17467.0,"7244-14-6|7-hydroxy-8-[(4-sulphonaphthyl)azo]naphthalene-1,3-disulphonic acid|Ponceau 4R free acid|7-Hydroxy-8-((4-sulphonaphthyl)azo)naphthalene-1,3-disulphonic acid|7VIW11169Y",386,ponceau 4r,3
en:e621,E621,monosodium glutamate,,,387,monosodium glutamate,0
en:e150b,E150B,caustic sulphite caramel,,,388,caustic sulphite caramel,1
en:e352i,E352I,calcium malate,,,389,calcium malate,0
en:e324,E324,ethoxyquin,3293.0,"ethoxyquin|91-53-2|6-Ethoxy-2,2,4-trimethyl-1,2-dihydroquinoline|Santoquin|Ethoxyquine",390,ethoxyquin,0
en:e220,E220,sulphur dioxide,1119.0,sulfur dioxide|sulphur dioxide|7446-09-5|Sulfurous anhydride|Sulfurous oxide,391,sulphur dioxide,3
en:e509,E509,calcium chloride,5284359.0,CALCIUM CHLORIDE|10043-52-4|Calcium chloride anhydrous|Calcium dichloride|CaCl2,392,calcium chloride,0
en:e315,E315,erythorbic acid,54675810.0,Erythorbic acid|89-65-6|D-Isoascorbic acid|Isoascorbic acid|D-Araboascorbic acid,393,erythorbic acid,0
en:e642,E642,e642,,,394,e642,2
en:e1404,E1404,oxidised starch,,,395,oxidised starch,2
en:e409,E409,arabinogalactan,,,397,arabinogalactan,0
en:e129,E129,allura red,33258.0,E129|RefChem:1084024|Allura Red AC|25956-17-6|Allura Red,398,allura red,3
en:e161i,E161I,citranaxanthin,,,399,citranaxanthin,3
en:e329,E329,magnesium lactate,,,400,magnesium lactate,0
en:e1521,E1521,polyethylene glycol,,,401,polyethylene glycol,0
en:e420i,E420I,d-sorbitol,,,402,d-sorbitol,0
en:e452vi,E452VI,sodium tripolyphosphate,,,403,sodium tripolyphosphate,2
en:e922,E922,potassium persulfate,,,404,potassium persulfate,2
en:e472a,E472A,acetic acid esters of mono- and diglycerides of fatty acids,,,405,acetic acid esters of mono- and diglycerides of fatty acids,2
en:e246,E246,glycolipids,,,406,glycolipids,0
en:e905g,E905G,mineral oil medium and low viscosity class iii,,,407,mineral oil medium and low viscosity class iii,2
en:e914,E914,oxidised polyethylene wax,,,408,oxidised polyethylene wax,2
en:e470,E470,sodium/potassium/calcium and magnesium salts of fatty acids,,,409,sodium/potassium/calcium and magnesium salts of fatty acids,0
en:e570,E570,fatty acids,5281.0,stearic acid|Octadecanoic acid|57-11-4|n-Octadecanoic acid|Stearophanic acid,410,fatty acids,1
en:e433,E433,polyoxyethylene sorbitan monooleate,,,411,polyoxyethylene sorbitan monooleate,0
en:e925,E925,chlorine,,,412,chlorine,0
en:e263,E263,calcium acetate,6116.0,"Calcium acetate|62-54-4|Calcium diacetate|Acetic acid, calcium salt|Lime acetate",413,calcium acetate,0
en:e941,E941,nitrogen,947.0,Nitrogen|Nitrogen gas|Molecular nitrogen|Dinitrogen|7727-37-9,414,nitrogen,3
en:e941,E941,nitrogen,947.0,Nitrogen|Nitrogen gas|Molecular nitrogen|Dinitrogen|7727-37-9,524,nitrogen,3
en:e931,E931,nitrogen,,,414,nitrogen,3
en:e931,E931,nitrogen,,,524,nitrogen,3
en:e101ii,E101II,riboflavin-5′-phosphate,,,415,riboflavin-5′-phosphate,3
