id,codigo_e,nombre_limpio,pubchem_cid,pubchem_synonyms,id_original,nombre_referencia,cluster
en:e131,E131,patent blue v,77073.0,Patent Blue V|Acid blue 3|Carmine Blue V|Merantine Blue V|Solar Pure Blue VX,416,patent blue v,3
en:e634,E634,calcium 5'-ribonucleotide,,,417,calcium 5'-ribonucleotide,0
en:e503ii,E503II,ammonium hydrogen carbonate,,,418,ammonium hydrogen carbonate,0
en:e341iii,E341III,tricalcium phosphate,,,419,tricalcium phosphate,0
en:e331,E331,sodium citrates,6224.0,Sodium citrate|68-04-2|TRISODIUM CITRATE|Citrosodine|Natrocitral,420,sodium citrates,0
en:e919,E919,nitrosyl chloride,,,421,nitrosyl chloride,2
en:e440ii,E440II,amidated pectin,,,422,amidated pectin,0
en:e554,E554,sodium aluminium silicate,72941443.0,Decalso|Zeolex|Decalso F|Alusil ET|Vulkasil A 1,423,sodium aluminium silicate,2
en:e500iii,E500III,sodium sesquicarbonate,,,424,sodium sesquicarbonate,1
en:e470a,E470A,sodium/potassium and calcium salts of fatty acids,,,425,sodium/potassium and calcium salts of fatty acids,0
en:e237,E237,sodium formiate,2723810.0,"SODIUM FORMATE|141-53-7|Formic acid, sodium salt|Salachlor|Formic acid, sodium salt (1:1)",427,sodium formiate,0
en:e920,E920,l-cysteine,5862.0,L-cysteine|cysteine|52-90-4|Cystein|Thioserine,428,l-cysteine,0
en:e467,E467,ethulose,,,429,ethulose,0
en:e514i,E514I,sodium sulphate,,,430,sodium sulphate,0
en:e572,E572,magnesium stearate,,,431,magnesium stearate,2
en:e472,E472,acid esters of mono- and diglycerides of fatty acids,,,432,acid esters of mono- and diglycerides of fatty acids,2
en:e559,E559,aluminium silicate,92024769.0,"Kaolin, light|Weisserton|Chishizhi|Natural kaolin|Red halloysite",433,aluminium silicate,2
en:e459,E459,beta-cyclodextrine,444041.0,beta-CYCLODEXTRIN|7585-39-9|Betadex|Cycloheptaamylose|Cyclomaltoheptaose,434,beta-cyclodextrine,0
en:e281,E281,sodium propionate,2723816.0,"SODIUM PROPIONATE|137-40-6|Sodium propanoate|Propionic acid sodium salt|Propanoic acid, sodium salt",435,sodium propionate,0
en:e541i,E541I,acid sodium aluminium phosphate,,,436,acid sodium aluminium phosphate,2
en:e425i,E425I,konjac gum,,,437,konjac gum,0
en:e575,E575,glucono-delta-lactone,7027.0,"gluconolactone|90-80-2|delta-gluconolactone|D-glucono-1,5-lactone|Gluconic acid lactone",438,glucono-delta-lactone,2
en:e626,E626,guanylic acid,135887992.0,"CHEMBL1242996|SCHEMBL18785103|BDBM50326433|E626|((2R,3R,4S,5R)-5-(2-amino-6-oxo-1H-purin-9(6H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methyl dihydrogen phosphate",439,guanylic acid,2
en:e343i,E343I,monomagnesium phosphate,,,440,monomagnesium phosphate,0
en:e475,E475,polyglycerol esters of fatty acids,,,441,polyglycerol esters of fatty acids,0
en:e479b,E479B,thermally oxidised soya bean oil interacted with mono- and diglycerides of fatty acids,,,442,thermally oxidised soya bean oil interacted with mono- and diglycerides of fatty acids,2
en:e451ii,E451II,pentapotassium triphosphate,,,443,pentapotassium triphosphate,0
en:e1411,E1411,distarch glycerol,,,444,distarch glycerol,2
en:e163b,E163B,delphinidin,,,445,delphinidin,1
en:e450iv,E450IV,dipotassium dihydrogenpyrophosphate,,,446,dipotassium dihydrogenpyrophosphate,3
en:e955,E955,sucralose,,,447,sucralose,2
en:e243,E243,ethyl lauroyl arginate,,,448,ethyl lauroyl arginate,0
en:e961,E961,neotame,9810996.0,"Neotame|165450-17-9|N-(N-(3,3-dimethylbutyl)-L-alpha-aspartyl)-L-phenylalanine 1-methyl ester|VJ597D52EX|INS-961",449,neotame,2
en:e161f,E161F,rhodoxanthin,,,450,rhodoxanthin,3
en:e450viii,E450VIII,e450viii,,,451,e450viii,3
en:e508,E508,potassium chloride,4873.0,potassium chloride|7447-40-7|Klotrix|Sylvite|Enseal,452,potassium chloride,0
en:e1519,E1519,benzyl alcohol,244.0,benzyl alcohol|phenylmethanol|benzenemethanol|100-51-6|phenylcarbinol,453,benzyl alcohol,2
en:e408,E408,bakers yeast glycan,,,454,bakers yeast glycan,0
en:e952,E952,cyclamic acid and its na and ca salts,7533.0,Cyclamic acid|Cyclohexylsulfamic acid|100-88-9|N-Cyclohexylsulfamic acid|CYCLAMATE,455,cyclamic acid and its na and ca salts,2
en:e450i,E450I,disodium diphosphate,,,456,disodium diphosphate,3
en:e128,E128,red 2g,19523.0,"acid red 1 free acid|E0X7EHI364|EINECS 246-823-0|CI ACID RED 1 PARENT|5-(Acetylamino)-4-hydroxy-3-(phenylazo)naphthalene-2,7-disulphonicacid",457,red 2g,3
en:e536,E536,potassium ferrocyanide,,,458,potassium ferrocyanide,2
en:e202,E202,potassium sorbate,,,459,potassium sorbate,0
en:e436,E436,polyoxyethylene sorbitan tristearate,,,460,polyoxyethylene sorbitan tristearate,2
en:e266,E266,sodium dehydroacetate,,,461,sodium dehydroacetate,0
en:e713,E713,tylosin,5280440.0,Tylosin|Tylosin A|Tylosine|1401-69-0|Tilosina,462,tylosin,2
en:e328,E328,ammonium lactate,10129918.0,ammonia lactate|ammonium;2-hydroxypropanoate|SCHEMBL36407|SCHEMBL1954972|CHEMBL1200747,463,ammonium lactate,0
en:e510,E510,ammonium chloride,12820921.0,"azane;hydrochloride|Ammonium chloride-beta solid|Ammonium chloride, for cell culture|Ammonium chloride, for molecular biology|Ammonium chloride, United States Pharmacopeia (USP) Reference Standard",464,ammonium chloride,0
en:e410,E410,locust bean gum,8834.0,"Citronellyl propionate|141-14-0|Citronellyl propanoate|6-Octen-1-ol, 3,7-dimethyl-, 1-propanoate|6-Octen-1-ol, 3,7-dimethyl-, propanoate",465,locust bean gum,0
en:e161h,E161H,zeaxanthin,,,466,zeaxanthin,3
en:e429,E429,peptone,,,468,peptone,0
en:e529,E529,calcium oxide,,,469,calcium oxide,2
en:e415,E415,xanthan gum,131750926.0,E415|Biozan R|SCHEMBL23243659,470,xanthan gum,0
en:e309,E309,delta-tocopherol,92094.0,"delta-Tocopherol|119-13-1|(+)-delta-Tocopherol|8-Methyltocol|(2R)-3,4-dihydro-2,8-dimethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-2H-1-benzopyran-6-ol",471,delta-tocopherol,0
en:e515,E515,potassium sulphates,,,472,potassium sulphates,0
en:e339ii,E339II,disodium phosphate,,,473,disodium phosphate,0
en:e905c,E905C,petroleum wax,,,474,petroleum wax,2
en:e104,E104,quinoline yellow,,,475,quinoline yellow,3
en:e960d,E960D,glucosylated steviol glycosides,,,476,glucosylated steviol glycosides,2
en:e950,E950,acesulfame k,3262017.0,E950|BDBM50050775|NCGC00090729-03|NCGC00090729-04|NCGC00090729-05,477,acesulfame k,2
en:e623,E623,calcium diglutamate,,,478,calcium diglutamate,2
en:e1103,E1103,invertase,521132.0,Ethyl 2-amino-4-methylthiophene-3-carboxylate|43088-42-2|DTXSID00334559|RefChem:138567|DTXCID10285649,479,invertase,3
en:e218,E218,methyl p-hydroxybenzoate,7456.0,Methyl 4-hydroxybenzoate|METHYLPARABEN|99-76-3|Methyl paraben|Methyl p-hydroxybenzoate,480,methyl p-hydroxybenzoate,0
en:e452i,E452I,sodium polyphosphate,,,481,sodium polyphosphate,2
en:e424,E424,curdlan,,,482,curdlan,0
en:e1201,E1201,polyvinylpyrrolidone,268963.0,Ethyl 4-Chloroquinoline-3-carboxylate|DTXSID00296461|RefChem:595400|DTXCID00247599|802-791-5,483,polyvinylpyrrolidone,2
en:e524,E524,sodium hydroxide,,,484,sodium hydroxide,0
en:e200,E200,sorbic acid,643460.0,"sorbic acid|110-44-1|(2E,4E)-hexa-2,4-dienoic acid|2E,4E-Hexadienoic acid|Sorbistat",485,sorbic acid,1
en:e304,E304,fatty acid esters of ascorbic acid,54680660.0,ASCORBYL PALMITATE|137-66-6|L-Ascorbyl 6-palmitate|L-Ascorbic acid 6-palmitate|Ascorbyl monopalmitate,486,fatty acid esters of ascorbic acid,0
en:e924b,E924B,calcium bromate,,,487,calcium bromate,2
en:e412,E412,guar gum,,,488,guar gum,0
en:e460ii,E460II,powdered cellulose,,,489,powdered cellulose,0
en:e512,E512,stannous chloride,10198436.0,"tin(2+);dichloride;dihydrate|tin dichloride.2H2O|Tin chloride (SnCl2), dihydrate (8CI,9CI)|SnCl2.2H2O|Stannouschloridedihydrate",490,stannous chloride,0
en:e504i,E504I,magnesium carbonate,,,491,magnesium carbonate,2
en:e270,E270,lactic acid,612.0,lactic acid|2-hydroxypropanoic acid|DL-Lactic acid|50-21-5|2-hydroxypropionic acid,492,lactic acid,3
en:e928,E928,benzole peroxide,7187.0,"BENZOYL PEROXIDE|94-36-0|Dibenzoyl peroxide|Benzoyl superoxide|Peroxide, dibenzoyl",493,benzole peroxide,2
en:e152,E152,black 7984,,,494,black 7984,3
en:e446,E446,succistearin,,,495,succistearin,2
en:e546,E546,magnesium pyrophosphate,,,496,magnesium pyrophosphate,2
en:e174,E174,silver,104755.0,"Silver cation|Silver, ion (Ag1+)|UNII-57N7B0K90A|57N7B0K90A|NANOVER",497,silver,3
en:e150a,E150A,plain caramel,,,498,plain caramel,1
en:e352,E352,calcium malates,,,499,calcium malates,0
en:e155,E155,brown ht,5486417.0,E155|CHEMBL1697823,500,brown ht,3
en:e161,E161,xanthophylls,,,501,xanthophylls,3
en:e355,E355,adipic acid,196.0,"adipic acid|hexanedioic acid|124-04-9|Adipinic acid|1,4-Butanedicarboxylic acid",502,adipic acid,0
en:e553ai,E553AI,synthetic magnesium silicate,,,503,synthetic magnesium silicate,2
en:e463,E463,hydroxypropyl cellulose,,,504,hydroxypropyl cellulose,0
en:e233,E233,thiabendazole,5430.0,thiabendazole|148-79-8|Tiabendazole|Mintezol|2-(4-Thiazolyl)benzimidazole,505,thiabendazole,0
en:e336i,E336I,monopotassium tartrate,,,506,monopotassium tartrate,0
en:e904,E904,shellac,,,507,shellac,2
en:e150,E150,caramel,,,508,caramel,1
en:e160d,E160D,lycopene,446925.0,"LYCOPENE|502-65-8|all-trans-Lycopene|Psi,psi-carotene|lycored",509,lycopene,3
en:e160ai,E160AI,beta-carotene,,,510,beta-carotene,3
en:e267,E267,buffered vinegar,,,511,buffered vinegar,0
en:e478,E478,lactylated fatty acid esters of glycerol and propane-1,,,512,lactylated fatty acid esters of glycerol and propane-1,2
en:e537,E537,ferrous hexacyanomanganate,,,513,ferrous hexacyanomanganate,2
en:e578,E578,calcium gluconate,,,514,calcium gluconate,2
en:e350,E350,sodium malates,8736.0,"Malic acid, disodium salt|RefChem:887666|Sodium malate|Disodium malate|676-46-0",515,sodium malates,3
en:e383,E383,calcium glycerophosphate,,,516,calcium glycerophosphate,0
en:e640i,E640I,glycine,,,517,glycine,3
en:e161a,E161A,flavoxanthin,,,518,flavoxanthin,3
en:e909,E909,spermaceti,,,519,spermaceti,2
en:e481,E481,sodium stearoyl-2-lactylate,,,520,sodium stearoyl-2-lactylate,0
en:e1440,E1440,hydroxypropyl starch,86017709.0,RefChem:596557|878-627-1|815574-81-3|Ethylamine Trifluoroacetate|ethylammonium trifluoroacetate,521,hydroxypropyl starch,2
en:e543,E543,e543 food additive,,,522,e543 food additive,2
en:e405,E405,propane-1‚2-diol alginate,131752735.0,Dricoid|Colloid 602|Many other trade names|SCHEMBL29350400|FEMA 2941,523,propane-1‚2-diol alginate,0
en:e505,E505,ferrous carbonate,,,525,ferrous carbonate,0
en:e319,E319,tertiary-butylhydroquinone (tbhq),16043.0,tert-Butylhydroquinone|1948-33-0|TBHQ|2-tert-Butylhydroquinone|T-BUTYLHYDROQUINONE,526,tertiary-butylhydroquinone (tbhq),0
en:e443,E443,brominated vegetable oil,,,527,brominated vegetable oil,0
en:e125,E125,scarlet gn,,,528,scarlet gn,3
en:e1412,E1412,distarch phosphate,58986478.0,"4,4'-(Ethyne-1,2-diyl)diphthalic Anhydride|RefChem:506482|695-093-3|129808-00-0|MFCD28976167",529,distarch phosphate,2
en:e141,E141,copper complexes of chlorophylls and chlorophyllins,,,530,copper complexes of chlorophylls and chlorophyllins,3
en:e331iii,E331III,trisodium citrate,,,531,trisodium citrate,0
en:e627,E627,disodium guanylate,135414246.0,5550-12-9|Guanosine 5'-monophosphate disodium salt|Disodium guanylate|DISODIUM 5'-GUANYLATE|Sodium guanylate,532,disodium guanylate,2
en:e943b,E943B,isobutane,6360.0,"ISOBUTANE|2-Methylpropane|75-28-5|Trimethylmethane|1,1-Dimethylethane",533,isobutane,2
en:e325,E325,sodium lactate,23666456.0,SODIUM LACTATE|72-17-3|Sodium DL-lactate|sodium 2-hydroxypropanoate|Lactic acid sodium salt,534,sodium lactate,0
en:e905b,E905B,petroleum jelly,,,535,petroleum jelly,2
en:e341,E341,calcium phosphates,,,536,calcium phosphates,0
en:e262ii,E262II,sodium diacetate,,,537,sodium diacetate,0
en:e160aiii,E160AIII,beta-carotene from blakeslea trispora,,,538,beta-carotene from blakeslea trispora,3
en:e122,E122,azorubine,19119.0,4-Hydroxy-3-((4-sulpho-1-naphthyl)azo)naphthalene-1-sulphonic acid|4-hydroxy-3-[(4-sulpho-1-naphthyl)azo]naphthalene-1-sulphonic acid|RefChem:523789|Azo rubin S|13613-55-3,539,azorubine,3
en:e210,E210,benzoic acid,243.0,benzoic acid|65-85-0|Dracylic acid|benzenecarboxylic acid|Benzeneformic acid,540,benzoic acid,3
en:exxx,EXXX,exxx food additive,,,541,exxx food additive,1
en:e314,E314,guaiacum,,,542,guaiacum,0
en:e466,E466,sodium carboxy methyl cellulose,23706213.0,"sodium;2,3,4,5,6-pentahydroxyhexanal;acetate|Carboxymethyl Cellulose SodiumCMC|Carboxymethyl cellulose sodium salt|Carboxymethyl Cellulose Sodium|C8H15NaO8",543,sodium carboxy methyl cellulose,0
en:e958,E958,glycyrrhizin,14982.0,Glycyrrhizic acid|glycyrrhizin|Glycyrrhizinic acid|1405-86-3|Glycyron,544,glycyrrhizin,2
en:e402,E402,potassium alginate,,,545,potassium alginate,0
en:e236,E236,formic acid,284.0,formic acid|64-18-6|Methanoic acid|Formylic acid|Aminic acid,546,formic acid,0
en:e502,E502,carbonates,,,547,carbonates,0
en:e1518,E1518,glyceryl triacetate,5541.0,triacetin|102-76-1|Glyceryl triacetate|Glycerol triacetate|Enzactin,548,glyceryl triacetate,2
en:e322,E322,lecithins,,,549,lecithins,0
en:e172i,E172I,black iron oxide,,,550,black iron oxide,0
en:e160e,E160E,beta-apo-8′-carotenal (c30),5478003.0,Apocarotenal|1107-26-2|beta-apo-8'-carotenal|8'-Apo-beta-carotenal|C.I. Food Orange 6,551,beta-apo-8′-carotenal (c30),3
en:e163c,E163C,malvidin,,,552,malvidin,1
en:e472f,E472F,mixed acetic and tartaric acid esters of mono- and diglycerides of fatty acids,,,553,mixed acetic and tartaric acid esters of mono- and diglycerides of fatty acids,2
en:e215,E215,sodium ethyl p-hydroxybenzoate,23681179.0,"Sodium ethylparaben|Sodium 4-(ethoxycarbonyl)phenolate|ethylparaben sodium|sodium;4-ethoxycarbonylphenolate|Ethylparaben, sodium salt",554,sodium ethyl p-hydroxybenzoate,0
en:e333i,E333I,monocalcium citrate,,,555,monocalcium citrate,0
en:e1202,E1202,polyvinylpolypyrrolidone,22013558.0,128073-16-5|ethyl 3-chloro-5-(trifluoromethyl)pyridine-2-carboxylate|DTXSID20621493|RefChem:343374|DTXCID50572247,556,polyvinylpolypyrrolidone,2
en:e120,E120,cochineal,10255083.0,CARMINIC ACID|1260-17-9|Natural red 4|Cochineal tincture|Sun Red No. 1,557,cochineal,1
en:e212,E212,potassium benzoate,23661960.0,"POTASSIUM BENZOATE|582-25-2|Benzoic acid, potassium salt|763YQN2K7K|INS NO.212",558,potassium benzoate,0
en:e322a,E322A,oat lecithin,,,559,oat lecithin,0
en:e500,E500,sodium carbonates,516892.0,SODIUM BICARBONATE|144-55-8|Sodium hydrogen carbonate|Baking soda|Sodium hydrogencarbonate,560,sodium carbonates,1
en:e491,E491,sorbitan monostearate,3793749.0,"DTXSID30859629|3,6-Anhydro-1-O-octadecanoylhexitol|96094-21-2|RefChem:272234|DTXCID90209429",561,sorbitan monostearate,0
en:e400,E400,alginic acid,131704328.0,Sazio|SCHEMBL25223442|E400|PD060953,562,alginic acid,3
en:e518,E518,magnesium sulphate,,,563,magnesium sulphate,2
en:e320,E320,butylated hydroxyanisole (bha),8456.0,"25013-16-5|Phenol, (1,1-dimethylethyl)-4-methoxy-|tert-Butyl-4-hydroxyanisole|2(3)-tert-Butyl-4-hydroxyanisole|Antrancine 12",564,butylated hydroxyanisole (bha),3
en:e900b,E900B,methylphenylpolysiloxane,,,565,methylphenylpolysiloxane,3
en:e224,E224,potassium metabisulphite,,,566,potassium metabisulphite,0
en:e418,E418,gellan gum,,,567,gellan gum,0
en:e170i,E170I,calcium carbonate,,,568,calcium carbonate,3
en:e555,E555,potassium aluminium silicate,,,570,potassium aluminium silicate,0
en:e630,E630,inosinic acid,,,571,inosinic acid,0
en:e363,E363,succinic acid,1110.0,succinic acid|butanedioic acid|110-15-6|Amber acid|Asuccin,572,succinic acid,0
en:e579,E579,iron gluconate,,,573,iron gluconate,2
en:e515i,E515I,potassium sulphate,,,574,potassium sulphate,0
en:e231,E231,orthophenyl phenol,7017.0,2-Phenylphenol|2-Hydroxybiphenyl|90-43-7|O-PHENYLPHENOL|Biphenyl-2-ol,575,orthophenyl phenol,3
en:e461,E461,methyl cellulose,44263857.0,E461|LNAZSHAWQACDHT-XIYTZBAFSA-N,576,methyl cellulose,0
en:e965ii,E965II,maltitol syrup,,,577,maltitol syrup,2
en:e163,E163,anthocyanins,,,578,anthocyanins,1
en:e452,E452,polyphosphates,,,579,polyphosphates,0
en:e908,E908,rice bran wax,,,580,rice bran wax,2
en:e552,E552,calcium silicate,73415800.0,Calcarea silicata|Huberderm 1000|INS NO.552|INS-552|S4255P4G5M,581,calcium silicate,2
en:e161g,E161G,canthaxanthin,5281227.0,Canthaxanthin|514-78-3|Canthaxanthine|Orobronze|Carophyll Red,582,canthaxanthin,3
en:e910,E910,wax ester,491773.0,CHEMBL536288|E910|SCHEMBL6012937|CHEMBL1188399|BDBM50190518,583,wax ester,0
en:e474,E474,sucroglycerides,,,584,sucroglycerides,2
en:e574,E574,gluconic acid,10690.0,gluconic acid|D-gluconic acid|526-95-4|dextronic acid|maltonic acid,585,gluconic acid,2
en:e1503,E1503,castor oil,,,586,castor oil,2
en:e304i,E304I,ascorbyl palmitate,,,587,ascorbyl palmitate,0
en:e924a,E924A,potassium bromate,,,588,potassium bromate,2
en:e924a,E924A,potassium bromate,,,599,potassium bromate,2
en:e924,E924,potassium bromate,23673461.0,"POTASSIUM BROMATE|7758-01-2|Bromic acid, potassium salt|potassium trioxobromate|04MB35W6ZA",588,potassium bromate,2
en:e924,E924,potassium bromate,23673461.0,"POTASSIUM BROMATE|7758-01-2|Bromic acid, potassium salt|potassium trioxobromate|04MB35W6ZA",599,potassium bromate,2
en:e440aiii,E440AIII,potassium pectate,,,589,potassium pectate,0
en:e632,E632,dipotassium inosinate,135564569.0,Dipotassium 5'-inosinate|UNII-3BYM6LW3RF|3BYM6LW3RF|potassium inosinate|dipotassium inosinate,590,dipotassium inosinate,2
en:e929,E929,acetone peroxide,,,591,acetone peroxide,2
en:e163a,E163A,cyanidin,,,592,cyanidin,1
en:e381,E381,ferric ammonium citrate,,,593,ferric ammonium citrate,0
en:e496,E496,sorbitan trioleate,,,594,sorbitan trioleate,2
en:e483,E483,stearyl tartrate,,,595,stearyl tartrate,0
en:e915,E915,esters of colophane,,,596,esters of colophane,2
en:e181,E181,tannin,46905123.0,E181|CHEMBL1159467|BDBM50469585,597,tannin,3
en:e337,E337,potassium sodium tartrate,,,598,potassium sodium tartrate,0
en:e550,E550,sodium silicate,,,600,sodium silicate,0
en:e635,E635,disodium 5'-ribonucleotide,137254985.0,Disodium 5'-ribonucleotide|RefChem:589391|Sodium 5'-ribonucleotide|DTXSID3020544|80702-47-2,601,disodium 5'-ribonucleotide,2
en:e450,E450,diphosphates,,,602,diphosphates,3
en:e912,E912,montanic acid esters,,,603,montanic acid esters,2
en:e15x,E15X,e15x food additive,,,604,e15x food additive,1
en:e522,E522,aluminium potassium sulphate,,,605,aluminium potassium sulphate,2
en:e422,E422,glycerol,753.0,"glycerol|glycerin|56-81-5|Glycerine|1,2,3-Propanetriol",606,glycerol,3
en:e470b,E470B,magnesium salts of fatty acids,,,607,magnesium salts of fatty acids,0
en:e102,E102,tartrazine,164825.0,Tartrazine|1934-21-0|Acid yellow 23|Yellow 5|Aizen tartrazine,608,tartrazine,3
en:e166,E166,sandalwood,,,609,sandalwood,0
en:e332ii,E332II,tripotassium citrate,,,610,tripotassium citrate,0
en:e514,E514,sodium sulphates,,,611,sodium sulphates,3
en:e414,E414,acacia gum,23669833.0,Salcaprozate sodium|203787-91-1|sodium 8-[(2-hydroxybenzoyl)amino]octanoate|E414|1YTW0422YU,612,acacia gum,0
en:e1101,E1101,protease,9690119.0,e1101,613,protease,3
en:e228,E228,potassium bisulphite,,,614,potassium bisulphite,0
en:e1203,E1203,polyvinyl alcohol,,,615,polyvinyl alcohol,2
en:e302,E302,calcium ascorbate,,,616,calcium ascorbate,0
en:e150c,E150C,ammonia caramel,,,617,ammonia caramel,1
en:e366,E366,potassium fumarate,6433511.0,"POTASSIUM FUMARATE|7704-72-5|Dipotassium fumarate|Fumaric acid, potassium salt|4151-35-3",618,potassium fumarate,0
en:e905f,E905F,mineral oil medium and low viscosity class ii,,,619,mineral oil medium and low viscosity class ii,2
en:e143,E143,fast green fcf,,,620,fast green fcf,3
en:e105,E105,fast yellow ab,75918.0,"79873-36-2|Benzenesulfonic acid, 2-amino-5-(2-(4-sulfophenyl)diazenyl)-, sodium salt (1:?)|RefChem:1078712|DTXSID701090457|Fast Yellow AB",621,fast yellow ab,3
en:e525,E525,potassium hydroxide,,,622,potassium hydroxide,0
en:e297,E297,fumaric acid,444972.0,fumaric acid|110-17-8|trans-Butenedioic acid|Allomaleic acid|Lichenic acid,623,fumaric acid,0
en:e541,E541,sodium aluminium phosphate,,,624,sodium aluminium phosphate,2
en:e441,E441,superglycerinated hydrogenated rapeseed oil,,,625,superglycerinated hydrogenated rapeseed oil,0
en:e425,E425,konjac,,,626,konjac,0
en:e519,E519,copper sulphate,,,627,copper sulphate,0
en:e343,E343,magnesium phosphates,,,628,magnesium phosphates,0
en:e419,E419,gum ghatti,,,629,gum ghatti,0
en:e335ii,E335II,disodium tartrate,,,630,disodium tartrate,0
en:e333iii,E333III,tricalcium citrate,,,631,tricalcium citrate,0
en:e586,E586,4-hexylresorcinol,,,632,4-hexylresorcinol,2
en:e967,E967,xylitol,827.0,Pentitol|6917-36-8|GlyTouCan:G72699UV|RefChem:1048587|CHEBI:25899,633,xylitol,2
en:e420,E420,sorbitol,5780.0,D-Sorbitol|sorbitol|D-Glucitol|50-70-4|glucitol,634,sorbitol,0
en:e520,E520,aluminium sulphate,,,635,aluminium sulphate,0
en:e493,E493,sorbitan monolaurate,347468.0,"16287-68-6|[2-(3,4-dihydroxyoxolan-2-yl)-2-hydroxyethyl] dodecanoate|Span 20|Sorbitan laurate (INN)|Sorbitan monolaurate (NF)",636,sorbitan monolaurate,0
en:e318,E318,calcium erythorbin,,,637,calcium erythorbin,1
en:e486,E486,calcium stearoyl fumarate,,,638,calcium stearoyl fumarate,2
en:e414a,E414A,e414a food additive,,,639,e414a food additive,0
en:e100,E100,curcumin,969516.0,curcumin|458-37-7|Diferuloylmethane|Natural yellow 3|Kacha haldi,640,curcumin,1
en:e954,E954,saccharin and its salts,5143.0,saccharin|81-07-2|o-Benzoic sulfimide|o-Sulfobenzimide|Saccharine,641,saccharin and its salts,2
en:e472b,E472B,lactic acid esters of mono- and diglycerides of fatty acids,,,642,lactic acid esters of mono- and diglycerides of fatty acids,2
en:e172iii,E172III,yellow iron oxide,,,643,yellow iron oxide,0
en:e391,E391,phytic acid,890.0,"Phytate|(2,3,4,5,6-pentaphosphonooxycyclohexyl) dihydrogen phosphate|Inositol 1,2,3,4,5,6-hexakisphosphate|RefChem:929237|Phytic acid",644,phytic acid,0
en:e300,E300,ascorbic acid,54670067.0,l-ascorbic acid|ascorbic acid|vitamin C|50-81-7|L(+)-Ascorbic acid,645,ascorbic acid,1
en:e161c,E161C,cryptoaxanthin,,,646,cryptoaxanthin,3
en:e959,E959,neohesperidine dihydrochalcone,4453.0,"Neosperidin dihydrochalcone|3,5-dihydroxy-4-[3-(3-hydroxy-4-methoxyphenyl)propanoyl]phenyl 2-O-(6-deoxyhexopyranosyl)hexopyranoside|C28H36O15|E959|NHDHC",647,neohesperidine dihydrochalcone,2
en:e1413,E1413,phosphated distarch phosphate,,,648,phosphated distarch phosphate,2
en:e209,E209,heptylparaben,132542931.0,"CHEMBL4288940|E209|GTPL10465|BDBM50589165|1-[2-(4-{dispiro[adamantane-2,2'-[1,3,4,6]tetraoxane-5',1''-cyclohexan]-4''-yl}phenoxy)ethyl]-4-fluoropiperidine",649,heptylparaben,0
en:e331i,E331I,monosodium citrate,,,650,monosodium citrate,0
