id,e_code,nombre,ssi,confidence,total_papers,papers_negative,ratio_negative,pct_human_studies,reason,efsa_status,traffic_light
en:e304,E304,Fatty acid esters of ascorbic acid,0.1054,0.25,156,75,0.485,46.0,Low negative evidence,APPROVED,SEGURO
en:e924b,E924B,Calcium bromate,0.0064,0.03,11,5,0.514,14.0,Low negative evidence,APROVED,SEGURO
en:e412,E412,Guar gum,0.2543,0.75,1388,426,0.307,36.0,Moderate concerns (SSI: 25.4%),APPROVED,PRECAUCION
en:e460ii,E460II,Powdered cellulose,0.0609,0.12,36,9,0.257,17.0,Low negative evidence,APROVED,SEGURO
en:e512,E512,Stannous chloride,0.1745,0.44,478,199,0.417,33.0,Low negative evidence,APPROVED,SEGURO
en:e504i,E504I,Magnesium carbonate,0.0893,0.48,585,121,0.208,47.0,Low negative evidence,APROVED,SEGURO
en:e270,E270,Lactic acid,0.3877,1.0,43379,20996,0.484,39.0,High negative evidence,APPROVED,EVITAR
en:e928,E928,Benzole peroxide,0.3325,0.64,1022,626,0.613,24.0,Moderate concerns (SSI: 33.3%),APROVED,PRECAUCION
en:e152,E152,Black 7984,0.0968,0.26,170,71,0.419,74.0,Low negative evidence,APROVED,SEGURO
en:e446,E446,Succistearin,0.0332,0.13,44,15,0.341,57.0,Low negative evidence,APROVED,SEGURO
en:e546,E546,Magnesium pyrophosphate,0.0605,0.24,143,41,0.293,33.0,Low negative evidence,APROVED,SEGURO
en:e174,E174,Silver,0.2705,1.0,77553,20442,0.264,47.0,Moderate concerns (SSI: 27.0%),RESTRICTED,PRECAUCION
en:e150a,E150A,Plain caramel,0.0192,0.03,6,4,0.756,56.0,Insufficient research (6 papers),APROVED,SEGURO
en:e352,E352,Calcium malates,0.2485,0.52,671,363,0.542,20.0,Moderate concerns (SSI: 24.9%),APPROVED,PRECAUCION
en:e155,E155,Brown ht,0.0989,0.26,171,75,0.442,67.0,Low negative evidence,APROVED,SEGURO
en:e161,E161,Xanthophylls,0.3962,1.0,3740,2204,0.589,42.0,High negative evidence,APROVED,EVITAR
en:e355,E355,Adipic acid,0.2256,0.63,997,367,0.369,40.0,Moderate concerns (SSI: 22.6%),APPROVED,PRECAUCION
en:e553ai,E553AI,Synthetic magnesium silicate,0.0406,0.15,53,11,0.212,25.0,Low negative evidence,APROVED,SEGURO
en:e463,E463,Hydroxypropyl cellulose,0.0481,0.36,322,40,0.127,45.0,Low negative evidence,APPROVED,SEGURO
en:e233,E233,Thiabendazole,0.2882,0.65,1064,436,0.41,30.0,Moderate concerns (SSI: 28.8%),APPROVED,PRECAUCION
en:e336i,E336I,Monopotassium tartrate,0.0,0.01,1,0,0.0,20.0,Insufficient research (1 papers),APROVED,SEGURO
en:e904,E904,Shellac,0.0598,0.28,203,32,0.16,61.0,Low negative evidence,APPROVED,EVITAR
en:e150,E150,Caramel,0.1736,0.52,682,245,0.36,60.0,Low negative evidence,APROVED,EVITAR
en:e160d,E160D,Lycopene,0.4712,1.0,3484,2295,0.659,59.0,High negative evidence,APROVED,EVITAR
en:e160ai,E160AI,Beta-carotene,0.4142,1.0,9664,5760,0.596,52.0,High negative evidence,APROVED,EVITAR
en:e267,E267,Buffered vinegar,0.0584,0.19,90,34,0.385,62.0,Low negative evidence,APROVED,SEGURO
en:e478,E478,Lactylated fatty acid esters of glycerol and propane-1,0.0708,0.12,34,14,0.423,71.0,Low negative evidence,APPROVED,SEGURO
en:e537,E537,ferrous hexacyanomanganate,0.0216,0.13,44,6,0.159,76.0,Low negative evidence,APROVED,SEGURO
en:e578,E578,calcium gluconate,0.2131,0.38,364,150,0.412,47.0,Moderate concerns (SSI: 21.3%),APPROVED,PRECAUCION
en:e350,E350,Sodium malates,0.4435,0.61,924,514,0.557,31.0,High negative evidence,APPROVED,EVITAR
en:e383,E383,calcium glycerophosphate,0.0469,0.23,135,31,0.233,52.0,Low negative evidence,APROVED,SEGURO
en:e640i,E640I,Glycine,0.494,1.0,73199,36384,0.497,27.0,High negative evidence,APROVED,EVITAR
en:e161a,E161A,Flavoxanthin,0.0173,0.07,12,5,0.486,67.0,Low negative evidence,APROVED,SEGURO
en:e909,E909,Spermaceti,0.017,0.14,51,7,0.143,33.0,Low negative evidence,APROVED,SEGURO
en:e481,E481,Sodium stearoyl-2-lactylate,0.0422,0.16,66,17,0.271,59.0,Low negative evidence,APPROVED,SEGURO
en:e1440,E1440,Hydroxypropyl starch,0.0417,0.18,80,18,0.235,34.0,Low negative evidence,APPROVED,SEGURO
en:e543,E543,E543 food additive,0.0456,0.12,38,16,0.438,68.0,Low negative evidence,APROVED,SEGURO
en:e405,E405,Propane-1‚2-diol alginate,0.0627,0.22,126,38,0.306,59.0,Low negative evidence,APPROVED,SEGURO
en:e931,E931,Nitrogen,0.3367,1.0,244505,89010,0.364,34.0,Moderate concerns (SSI: 33.7%),APROVED,PRECAUCION
en:e505,E505,Ferrous carbonate,0.0488,0.17,69,25,0.366,56.0,Low negative evidence,APROVED,SEGURO
en:e319,E319,Tertiary-butylhydroquinone (tbhq),0.0853,0.23,128,48,0.381,53.0,Low negative evidence,APPROVED,SEGURO
en:e443,E443,Brominated vegetable oil,0.0603,0.17,74,30,0.412,52.0,Low negative evidence,APPROVED,SEGURO
en:e125,E125,Scarlet GN,0.083,0.28,194,67,0.35,72.0,Low negative evidence,APROVED,SEGURO
en:e1412,E1412,Distarch phosphate,0.0595,0.16,65,16,0.261,43.0,Low negative evidence,APPROVED,SEGURO
en:e141,E141,Copper complexes of chlorophylls and chlorophyllins,0.1028,0.28,199,83,0.418,71.0,Low negative evidence,APPROVED,SEGURO
en:e331iii,E331III,Trisodium citrate,0.0886,0.4,401,92,0.232,40.0,Low negative evidence,APROVED,SEGURO
en:e627,E627,Disodium guanylate,0.0475,0.14,48,15,0.331,62.0,Low negative evidence,APPROVED,SEGURO
en:e943b,E943B,Isobutane,0.0705,0.42,436,77,0.178,49.0,Low negative evidence,APROVED,SEGURO
en:e325,E325,sodium lactate,0.1654,0.51,659,252,0.383,34.0,Low negative evidence,APPROVED,SEGURO
en:e905b,E905B,petroleum jelly,0.0161,0.18,84,6,0.075,47.0,Low negative evidence,APROVED,SEGURO
en:e341,E341,Calcium phosphates,0.2106,1.0,6318,1770,0.28,39.0,Moderate concerns (SSI: 21.1%),RESTRICTED,PRECAUCION
en:e262ii,E262II,Sodium diacetate,0.0228,0.24,139,20,0.149,28.0,Low negative evidence,APROVED,SEGURO
en:e160aiii,E160AIII,Beta-carotene from blakeslea trispora,0.0714,0.19,94,64,0.691,39.0,Low negative evidence,APROVED,SEGURO
en:e122,E122,Azorubine,0.1033,0.32,253,88,0.351,65.0,Low negative evidence,APPROVED,SEGURO
en:e210,E210,Benzoic acid,0.3075,1.0,8130,3037,0.374,35.0,Moderate concerns (SSI: 30.7%),APPROVED,PRECAUCION
en:exxx,EXXX,Exxx food additive,0.6195,1.0,191460,106408,0.556,32.0,High negative evidence,APROVED,EVITAR
en:e314,E314,Guaiacum,0.0862,0.21,111,55,0.497,67.0,Low negative evidence,APROVED,SEGURO
en:e466,E466,Sodium carboxy methyl cellulose,0.0441,0.13,45,14,0.331,77.0,Low negative evidence,APPROVED,SEGURO
en:e958,E958,Glycyrrhizin,0.1372,0.34,282,126,0.449,35.0,Low negative evidence,APROVED,SEGURO
en:e402,E402,Potassium alginate,0.0605,0.17,72,25,0.358,54.0,Low negative evidence,APPROVED,SEGURO
en:e236,E236,Formic acid,0.2604,1.0,10918,3428,0.314,39.0,Moderate concerns (SSI: 26.0%),APPROVED,PRECAUCION
en:e502,E502,Carbonates,0.222,1.0,10588,2457,0.232,40.0,Moderate concerns (SSI: 22.2%),APROVED,PRECAUCION
en:e1518,E1518,Glyceryl triacetate,0.0298,0.12,36,11,0.321,29.0,Low negative evidence,APROVED,SEGURO
en:e322,E322,Lecithins,0.5763,0.72,1289,409,0.318,39.0,High negative evidence,APPROVED,EVITAR
en:e172i,E172I,Black iron oxide,0.0263,0.07,11,3,0.279,67.0,Low negative evidence,APROVED,SEGURO
en:e160e,E160E,Beta-apo-8′-carotenal (c30),0.0032,0.03,11,3,0.327,14.0,Low negative evidence,APROVED,SEGURO
en:e163c,E163C,Malvidin,0.1294,0.53,695,227,0.327,51.0,Low negative evidence,APROVED,SEGURO
en:e472f,E472F,Mixed acetic and tartaric acid esters of mono- and diglycerides of fatty acids,0.0069,0.02,2,2,1.0,100.0,Insufficient research (2 papers),APROVED,SEGURO
en:e215,E215,Sodium ethyl p-hydroxybenzoate,0.0709,0.23,131,49,0.379,67.0,Low negative evidence,APPROVED,SEGURO
en:e333i,E333I,Monocalcium citrate,0.0,0.01,1,1,1.0,100.0,Insufficient research (1 papers),APROVED,SEGURO
en:e1202,E1202,Polyvinylpolypyrrolidone,0.0492,0.25,159,42,0.27,49.0,Low negative evidence,APPROVED,SEGURO
en:e120,E120,Cochineal,0.1067,0.4,391,115,0.297,44.0,Low negative evidence,APPROVED,SEGURO
en:e212,E212,Potassium benzoate,0.0599,0.23,137,40,0.292,62.0,Low negative evidence,APPROVED,SEGURO
en:e322a,E322A,Oat lecithin,0.011,0.02,6,1,0.312,25.0,Insufficient research (6 papers),APROVED,SEGURO
en:e500,E500,Sodium carbonates,0.0471,0.18,77,26,0.341,57.0,Low negative evidence,APPROVED,SEGURO
en:e491,E491,Sorbitan monostearate,0.0623,0.2,97,32,0.332,39.0,Low negative evidence,APPROVED,SEGURO
en:e400,E400,Alginic acid,0.1153,0.43,469,122,0.261,33.0,Low negative evidence,APPROVED,SEGURO
en:e518,E518,Magnesium sulphate,0.1146,0.39,373,104,0.281,47.0,Low negative evidence,APROVED,SEGURO
en:e320,E320,Butylated hydroxyanisole (bha),0.543,0.52,677,593,0.877,23.0,High negative evidence,APPROVED,EVITAR
en:e900b,E900B,Methylphenylpolysiloxane,0.0017,0.01,2,0,0.25,0.0,Insufficient research (2 papers),APROVED,SEGURO
en:e224,E224,Potassium metabisulphite,0.0664,0.24,139,48,0.352,48.0,Low negative evidence,APPROVED,EVITAR
en:e418,E418,Gellan gum,0.1185,0.49,600,151,0.252,40.0,Low negative evidence,APPROVED,SEGURO
en:e170i,E170I,Calcium carbonate,0.196,1.0,9624,2192,0.228,29.0,Low negative evidence,APROVED,SEGURO
xx:e387,E387,Desconocido,0.0809,0.23,132,49,0.375,87.0,Low negative evidence,APROVED,SEGURO
en:e555,E555,Potassium aluminium silicate,0.0429,0.14,46,12,0.282,56.0,Low negative evidence,APPROVED,SEGURO
en:e630,E630,Inosinic acid,0.3313,0.29,207,104,0.506,26.0,Moderate concerns (SSI: 33.1%),APPROVED,PRECAUCION
en:e363,E363,Succinic acid,0.4568,1.0,4843,2532,0.523,25.0,High negative evidence,APPROVED,EVITAR
en:e579,E579,iron gluconate,0.0313,0.14,47,12,0.266,53.0,Low negative evidence,APPROVED,SEGURO
en:e515i,E515I,Potassium sulphate,0.026,0.18,80,11,0.139,31.0,Low negative evidence,APROVED,SEGURO
en:e231,E231,Orthophenyl phenol,0.0554,0.19,90,29,0.323,73.0,Low negative evidence,APPROVED,SEGURO
en:e461,E461,methyl cellulose,0.1502,0.54,727,179,0.247,33.0,Low negative evidence,APPROVED,SEGURO
en:e965ii,E965II,Maltitol syrup,0.0084,0.03,4,1,0.25,100.0,Insufficient research (4 papers),APROVED,SEGURO
en:e163,E163,Anthocyanins,0.4514,1.0,11157,5103,0.457,48.0,High negative evidence,APPROVED,EVITAR
en:e452,E452,Polyphosphates,0.4585,1.0,3603,1878,0.521,37.0,High negative evidence,APPROVED,EVITAR
en:e908,E908,Rice bran wax,0.0397,0.16,68,11,0.171,29.0,Low negative evidence,APROVED,SEGURO
en:e552,E552,Calcium silicate,0.1162,0.88,1932,237,0.123,43.0,Low negative evidence,APPROVED,SEGURO
en:e161g,E161G,Canthaxanthin,0.1654,0.49,589,287,0.488,27.0,Low negative evidence,APROVED,SEGURO
en:e910,E910,Wax ester,0.1642,0.39,379,184,0.486,26.0,Low negative evidence,APROVED,SEGURO
en:e474,E474,Sucroglycerides,0.0403,0.14,50,15,0.319,64.0,Low negative evidence,APPROVED,SEGURO
en:e574,E574,Gluconic acid,0.3167,0.78,1532,760,0.496,30.0,Moderate concerns (SSI: 31.7%),APPROVED,PRECAUCION
en:e1503,E1503,Castor oil,0.2139,0.66,1096,307,0.28,33.0,Moderate concerns (SSI: 21.4%),APROVED,PRECAUCION
en:e304i,E304I,Ascorbyl palmitate,0.1009,0.24,150,66,0.441,29.0,Low negative evidence,APROVED,SEGURO
en:e924a,E924A,Potassium bromate,0.5234,0.35,315,374,1.188,37.0,High negative evidence,APROVED,EVITAR
en:e440aiii,E440AIII,Potassium pectate,0.0048,0.01,1,2,2.0,100.0,Insufficient research (1 papers),APROVED,SEGURO
en:e632,E632,Dipotassium inosinate,0.0497,0.11,33,13,0.403,59.0,Low negative evidence,APPROVED,SEGURO
en:e929,E929,acetone peroxide,0.0226,0.1,27,7,0.263,80.0,Low negative evidence,APROVED,SEGURO
en:e163a,E163A,Cyanidin,0.3464,0.94,2230,921,0.413,43.0,Moderate concerns (SSI: 34.6%),APROVED,PRECAUCION
en:e381,E381,ferric ammonium citrate,0.1955,0.35,304,190,0.627,41.0,Low negative evidence,APROVED,SEGURO
en:e496,E496,Sorbitan trioleate,0.0494,0.16,62,18,0.301,52.0,Low negative evidence,APROVED,SEGURO
en:e483,E483,Stearyl tartrate,0.0611,0.14,47,20,0.435,68.0,Low negative evidence,APPROVED,SEGURO
en:e915,E915,Esters of Colophane,0.03,0.09,19,5,0.301,64.0,Low negative evidence,APROVED,SEGURO
en:e181,E181,Tannin,0.2836,1.0,3940,1041,0.264,28.0,Moderate concerns (SSI: 28.4%),APROVED,PRECAUCION
en:e337,E337,Potassium sodium tartrate,0.0583,0.2,99,32,0.325,68.0,Low negative evidence,APPROVED,SEGURO
en:e924,E924,Potassium bromate,0.4955,0.36,326,379,1.164,38.0,High negative evidence,WITHDRAWN,EVITAR
en:e550,E550,Sodium silicate,0.0772,0.61,929,110,0.119,51.0,Low negative evidence,APROVED,SEGURO
en:e635,E635,Disodium 5'-ribonucleotide,0.039,0.11,33,11,0.343,54.0,Low negative evidence,APPROVED,SEGURO
en:e450,E450,Diphosphates,0.712,1.0,5530,3043,0.55,36.0,High negative evidence,APPROVED,EVITAR
en:e912,E912,Montanic acid esters,0.0171,0.1,26,5,0.216,32.0,Low negative evidence,APPROVED,SEGURO
en:e15x,E15X,E15x food additive,0.6195,1.0,191460,106408,0.556,32.0,High negative evidence,APROVED,EVITAR
en:e522,E522,Aluminium potassium sulphate,0.0426,0.13,42,12,0.294,67.0,Low negative evidence,APPROVED,SEGURO
en:e422,E422,Glycerol,0.4759,1.0,43491,20671,0.475,27.0,High negative evidence,APPROVED,EVITAR
en:e470b,E470B,Magnesium salts of fatty acids,0.0158,0.01,2,2,1.25,0.0,Insufficient research (2 papers),APROVED,SEGURO
en:e102,E102,Tartrazine,0.242,0.59,865,313,0.362,53.0,Moderate concerns (SSI: 24.2%),APPROVED,PRECAUCION
en:e166,E166,Sandalwood,0.1123,0.37,346,130,0.376,58.0,Low negative evidence,APROVED,SEGURO
en:e332ii,E332II,Tripotassium citrate,0.0117,0.06,10,1,0.16,60.0,Low negative evidence,APROVED,SEGURO
en:e514,E514,Sodium sulphates,0.5626,1.0,46154,21310,0.462,31.0,High negative evidence,APPROVED,EVITAR
en:e414,E414,Acacia gum,0.0943,0.24,146,52,0.357,52.0,Low negative evidence,APPROVED,SEGURO
en:e1101,E1101,Protease,0.5436,1.0,67375,45736,0.679,39.0,High negative evidence,APROVED,EVITAR
en:e228,E228,Potassium bisulphite,0.0909,0.25,152,60,0.398,56.0,Low negative evidence,APROVED,EVITAR
en:e1203,E1203,Polyvinyl alcohol,0.1757,1.0,6498,1021,0.157,41.0,Low negative evidence,APPROVED,SEGURO
en:e302,E302,Calcium ascorbate,0.0732,0.21,111,37,0.337,68.0,Low negative evidence,APPROVED,SEGURO
en:e150c,E150C,Ammonia caramel,0.0556,0.05,13,8,0.617,18.0,Low negative evidence,APROVED,EVITAR
en:e366,E366,Potassium fumarate,0.0509,0.17,71,26,0.375,69.0,Low negative evidence,APPROVED,SEGURO
en:e905f,E905F,Mineral oil medium and low viscosity class II,0.0024,0.01,1,1,1.0,100.0,Insufficient research (1 papers),APROVED,SEGURO
en:e143,E143,Fast Green FCF,0.1175,0.35,300,108,0.361,60.0,Low negative evidence,APROVED,SEGURO
en:e105,E105,Fast Yellow AB,0.0758,0.32,261,74,0.286,68.0,Low negative evidence,APROVED,SEGURO
en:e525,E525,Potassium hydroxide,0.1623,0.89,1989,400,0.201,44.0,Low negative evidence,APPROVED,SEGURO
en:e297,E297,Fumaric acid,0.2769,0.72,1290,598,0.464,32.0,Moderate concerns (SSI: 27.7%),APROVED,PRECAUCION
en:e541,E541,Sodium aluminium phosphate,0.0641,0.12,38,18,0.484,63.0,Low negative evidence,APPROVED,SEGURO
en:e441,E441,Superglycerinated hydrogenated rapeseed oil,0.1273,0.32,259,114,0.441,27.0,Low negative evidence,APPROVED,SEGURO
en:e425,E425,Konjac,0.1711,0.57,817,203,0.249,32.0,Low negative evidence,APPROVED,SEGURO
en:e519,E519,Copper sulphate,0.3,0.48,582,288,0.497,26.0,Moderate concerns (SSI: 30.0%),APROVED,PRECAUCION
en:e343,E343,Magnesium phosphates,0.0645,0.26,172,52,0.304,53.0,Low negative evidence,RESTRICTED,PRECAUCION
en:e419,E419,Gum ghatti,0.0633,0.19,94,28,0.3,65.0,Low negative evidence,APPROVED,SEGURO
en:e335ii,E335II,Disodium tartrate,0.0031,0.02,6,0,0.087,20.0,Insufficient research (6 papers),APROVED,SEGURO
en:e333iii,E333III,Tricalcium citrate,0.0063,0.03,4,0,0.188,50.0,Insufficient research (4 papers),APROVED,SEGURO
en:e586,E586,4-hexylresorcinol,0.0579,0.19,87,32,0.375,38.0,Low negative evidence,APPROVED,SEGURO
en:e967,E967,Xylitol,0.4522,1.0,2718,1509,0.555,49.0,High negative evidence,APPROVED,EVITAR
en:e420,E420,Sorbitol,0.4971,1.0,7108,3661,0.515,33.0,High negative evidence,RESTRICTED,EVITAR
en:e520,E520,Aluminium sulphate,0.0799,0.26,172,61,0.356,50.0,Low negative evidence,APPROVED,SEGURO
en:e493,E493,Sorbitan monolaurate,0.0621,0.22,122,35,0.291,49.0,Low negative evidence,APPROVED,SEGURO
en:e318,E318,Calcium erythorbin,0.4607,1.0,313426,160962,0.514,28.0,High negative evidence,APROVED,EVITAR
en:e486,E486,Calcium stearoyl fumarate,0.0535,0.11,33,16,0.512,72.0,Low negative evidence,APROVED,SEGURO
en:e414a,E414A,E414a food additive,0.0105,0.03,4,5,1.25,100.0,Insufficient research (4 papers),APROVED,SEGURO
en:e100,E100,Curcumin,0.509,1.0,4971,2805,0.564,40.0,High negative evidence,APPROVED,EVITAR
en:e954,E954,saccharin and its salts,0.0792,0.19,89,35,0.397,31.0,Low negative evidence,RESTRICTED,PRECAUCION
en:e472b,E472B,Lactic acid esters of mono- and diglycerides of fatty acids,0.0032,0.01,3,3,1.0,50.0,Insufficient research (3 papers),APROVED,SEGURO
en:e172iii,E172III,Yellow iron oxide,0.0,0.04,9,0,0.0,50.0,Insufficient research (9 papers),APROVED,SEGURO
en:e391,E391,Phytic acid,0.4474,1.0,4259,2062,0.484,42.0,High negative evidence,APPROVED,EVITAR
en:e300,E300,Ascorbic acid,0.586,1.0,36197,19502,0.539,41.0,High negative evidence,APPROVED,EVITAR
en:e161c,E161C,Cryptoaxanthin,0.0,0.0,0,0,0.0,0.0,No scientific literature found,APROVED,SEGURO
en:e959,E959,Neohesperidine dihydrochalcone,0.0421,0.11,30,10,0.341,59.0,Low negative evidence,APPROVED,SEGURO
en:e1413,E1413,Phosphated distarch phosphate,0.0563,0.16,65,14,0.228,41.0,Low negative evidence,APPROVED,SEGURO
en:e209,E209,Heptylparaben,0.0756,0.22,121,43,0.36,72.0,Low negative evidence,APROVED,SEGURO
en:e331i,E331I,Monosodium citrate,0.0,0.03,5,0,0.0,50.0,Insufficient research (5 papers),APROVED,SEGURO
